subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	0	0	1	1	4
sub-CTS200	0	1	1	1	1	136
sub-CTS201	0	0	0	1	1	136
sub-CTS202	0	1	1	1	1	136
sub-CTS203	0	1	1	1	1	136
sub-CTS204	0	1	1	1	1	137
sub-CTS207	0	0	0	1	1	160
sub-CTS208	0	1	1	1	1	130
sub-CTS209	0	0	0	1	1	130
sub-CTS210	0	0	0	1	1	136
sub-CTS211	0	0	0	1	1	130
sub-CTS213	0	0	0	1	1	130
sub-CTS215	0	0	0	1	1	160
sub-CTS218	0	1	1	1	1	137
sub-CTS219	0	0	0	1	1	136
sub-CTS223	0	1	1	1	1	136
sub-CTS225	0	0	0	1	1	136
sub-CTS226	0	0	0	1	1	130
sub-CTS230	0	1	1	1	1	137
sub-CTS231	0	1	1	1	1	137
sub-CTS235	0	0	0	1	1	137
sub-CTS237	0	0	0	1	1	130
sub-CTS238	0	0	0	1	1	130
sub-CTS239	0	0	0	1	1	130
sub-CTS241	0	1	1	1	1	137
