subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	2	1	1	154
sub-sc001	1	1	2	1	1	62
sub-sc002	1	1	2	1	1	62
sub-sc003	1	1	2	1	1	62
sub-sc004	1	1	2	1	1	62
sub-sc005	1	1	2	1	1	62
sub-sc006	1	1	2	1	1	62
sub-sc007	1	1	2	1	1	62
sub-sc008	1	1	2	1	1	62
sub-sc009	1	1	2	1	1	62
sub-sc010	1	1	2	1	1	62
sub-sc011	1	1	2	1	1	62
sub-sc012	1	1	2	1	1	62
sub-sc013	1	1	2	1	1	62
sub-sc014	1	1	2	1	1	62
sub-sc015	1	1	2	1	1	62
sub-sc016	1	1	2	1	1	62
sub-sc017	1	1	2	1	1	62
sub-sc018	1	1	2	1	1	62
sub-sc019	1	1	2	1	1	62
sub-sc020	1	1	2	1	1	62
sub-sc021	1	1	2	1	1	62
sub-sc022	1	1	2	1	1	62
sub-sc023	1	1	2	1	1	62
sub-sc024	1	1	2	1	1	62
sub-sc025	1	1	2	1	1	62
sub-sc026	1	1	2	1	1	62
sub-sc027	1	1	2	1	1	62
sub-sc028	1	1	2	1	1	62
sub-sc029	1	1	2	1	1	62
sub-sc030	1	1	2	1	1	62
sub-sc031	1	1	2	1	1	62
sub-sc032	1	1	2	1	1	62
sub-sc033	1	1	2	1	1	62
sub-sc034	1	1	2	1	1	62
sub-sc035	1	1	2	1	1	62
sub-sc036	1	1	2	1	1	62
sub-sc037	1	1	2	1	1	62
sub-sc038	1	1	2	1	1	62
