subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	211
sub-0217	1	1	171
sub-0484	1	1	171
sub-0914	1	1	171
sub-1052	1	1	171
sub-1054	1	1	171
sub-1059	1	1	171
sub-1060	1	1	171
sub-1061	1	1	171
sub-1064	1	1	171
sub-1065	1	1	171
sub-1066	1	1	171
sub-1067	1	1	171
sub-1068	1	1	171
sub-1069	1	1	171
sub-1093	1	1	171
sub-1433	1	1	171
sub-2026	1	1	171
sub-2031	1	1	171
sub-2044	1	1	171
sub-2123	1	1	171
sub-2124	1	1	171
sub-2503	1	1	171
sub-2515	1	1	171
sub-3006	1	1	171
sub-3557	1	1	171
sub-3593	1	1	171
