subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	1	18	1	1	4
sub-002	1	1	4	1	1	93
sub-003	1	1	3	1	1	75
sub-004	1	1	3	1	1	75
sub-005	1	1	4	1	1	93
sub-006	1	1	4	1	1	93
sub-007	1	1	4	1	1	93
sub-008	1	1	4	1	1	93
sub-009	1	1	4	1	1	93
sub-010	1	1	4	1	1	93
sub-011	1	1	4	1	1	93
sub-012	1	1	4	1	1	93
sub-013	1	1	4	1	1	93
sub-015	1	1	4	1	1	93
sub-016	1	1	4	1	1	93
sub-017	1	1	4	1	1	93
sub-019	1	1	4	1	1	93
sub-020	1	1	2	1	1	58
sub-021	1	1	4	1	1	93
sub-023	1	1	1	1	1	41
sub-024	1	1	2	1	1	58
sub-025	1	1	4	1	1	93
sub-029	1	1	2	1	1	57
sub-030	1	1	3	1	1	75
sub-031	1	1	3	1	1	76
sub-034	1	1	4	1	1	93
sub-035	1	1	4	1	1	93
sub-036	1	1	2	1	1	58
sub-038	1	1	4	1	1	93
sub-039	1	1	4	1	1	93
sub-040	1	1	1	1	1	40
sub-041	1	1	4	1	1	93
sub-043	1	1	2	1	1	57
sub-044	1	1	4	1	1	93
sub-045	1	1	4	1	1	93
sub-047	1	1	4	1	1	93
sub-048	1	1	4	1	1	93
sub-049	1	1	4	1	1	93
sub-052	1	1	1	1	1	41
sub-054	1	1	4	1	1	93
sub-055	1	1	4	1	1	93
sub-056	1	1	4	1	1	93
sub-057	1	1	4	1	1	93
sub-059	1	1	4	1	1	93
sub-060	1	1	4	1	1	93
sub-061	1	1	3	1	1	76
sub-062	1	1	4	1	1	93
sub-063	1	1	4	1	1	93
sub-064	1	1	4	1	1	93
sub-066	1	1	3	1	1	75
sub-067	1	1	4	1	1	93
sub-070	1	1	4	1	1	93
sub-071	1	1	3	1	1	75
sub-073	1	1	4	1	1	93
sub-075	1	1	3	1	1	75
sub-078	1	1	3	1	1	76
sub-080	1	1	4	1	1	93
