subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	4	1	1	823
sub-001	1	1	42	1	1	434
sub-002	1	1	39	1	1	403
sub-003	1	1	37	1	1	372
sub-004	1	1	42	1	1	465
sub-005	1	1	39	1	1	403
sub-006	1	1	40	1	1	496
sub-007	1	1	38	1	1	403
sub-008	1	1	41	1	1	434
sub-009	1	1	36	1	1	403
sub-010	1	1	39	1	1	403
sub-011	1	1	36	1	1	372
sub-012	1	1	35	1	1	403
sub-013	1	1	34	1	1	372
sub-014	1	1	44	1	1	465
sub-015	1	1	41	1	1	403
sub-016	1	1	58	1	1	589
sub-017	1	1	42	1	1	434
sub-018	1	1	27	1	1	341
sub-019	1	1	47	1	1	527
sub-020	1	1	34	1	1	341
