subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	0	0	1	1	4
sub-1473	1	1	1	1	1	22
sub-1475	1	1	1	1	1	22
sub-1480	1	1	1	1	1	22
sub-1481	1	1	1	1	1	22
sub-1487	1	1	1	1	1	22
sub-1492	1	1	1	1	1	22
sub-1499	1	1	1	1	1	22
sub-1500	1	1	1	1	1	22
sub-1501	1	1	1	1	1	22
sub-1503	1	1	1	1	1	22
sub-1505	1	1	1	1	1	22
sub-1507	1	1	1	1	1	22
sub-1509	1	1	1	1	1	22
sub-1510	1	1	1	1	1	22
sub-1511	1	1	1	1	1	22
sub-1512	1	1	1	1	1	22
sub-1513	1	1	1	1	1	22
sub-1515	1	1	1	1	1	22
sub-1516	1	1	1	1	1	22
sub-1518	1	1	1	1	1	22
sub-1519	1	1	1	1	1	22
sub-1520	1	1	1	1	1	22
sub-1521	1	1	1	1	1	22
sub-1523	1	1	1	1	1	22
sub-1525	1	1	1	1	1	22
sub-1526	1	1	1	1	1	22
sub-1530	1	1	1	1	1	22
sub-1531	1	1	1	1	1	22
sub-1532	1	1	1	1	1	22
sub-1533	1	1	1	1	1	22
sub-1534	1	1	1	1	1	22
sub-1535	1	1	1	1	1	22
sub-1536	1	1	1	1	1	22
sub-1537	1	1	1	1	1	22
sub-1540	1	1	1	1	1	22
sub-1541	1	1	1	1	1	22
sub-1542	1	1	1	1	1	22
sub-1543	1	1	1	1	1	22
sub-1545	1	1	1	1	1	22
sub-1546	1	1	1	1	1	22
sub-1548	1	1	1	1	1	22
sub-1549	1	1	1	1	1	22
sub-1553	1	1	1	1	1	22
sub-1554	1	1	1	1	1	22
sub-1557	1	1	1	1	1	22
sub-1559	1	1	1	1	1	22
sub-1560	1	1	1	1	1	22
sub-1563	1	1	1	1	1	22
sub-1567	1	1	1	1	1	22
sub-1569	1	1	1	1	1	22
sub-1570	1	1	1	1	1	22
sub-1571	1	1	1	1	1	22
sub-1572	1	1	1	1	1	22
sub-1575	1	1	1	1	1	22
sub-1578	1	1	1	1	1	22
sub-1579	1	1	1	1	1	22
sub-1581	1	1	1	1	1	22
sub-1582	1	1	1	1	1	22
sub-1583	1	1	1	1	1	22
sub-1584	1	1	1	1	1	22
sub-1586	1	1	1	1	1	22
sub-1589	1	1	1	1	1	22
sub-1592	1	1	1	1	1	22
sub-1594	1	1	1	1	1	22
sub-1596	1	1	1	1	1	22
sub-1598	1	1	1	1	1	22
sub-1601	1	1	1	1	1	22
sub-1603	1	1	1	1	1	22
sub-1604	1	1	1	1	1	22
sub-1605	1	1	1	1	1	22
sub-1609	1	1	1	1	1	22
sub-1612	1	1	1	1	1	22
sub-1613	1	1	1	1	1	22
sub-1614	1	1	1	1	1	22
sub-1615	1	1	1	1	1	22
sub-1617	1	1	1	1	1	22
sub-1619	1	1	1	1	1	22
sub-1622	1	1	1	1	1	22
sub-1623	1	1	1	1	1	22
sub-1626	1	1	1	1	1	22
sub-1627	1	1	1	1	1	22
sub-1629	1	1	1	1	1	22
sub-1630	1	1	1	1	1	22
sub-1631	1	1	1	1	1	22
sub-1633	1	1	1	1	1	22
sub-1634	1	1	1	1	1	22
sub-1635	1	1	1	1	1	22
sub-1636	1	1	1	1	1	22
sub-1637	1	1	1	1	1	22
sub-1640	1	1	1	1	1	22
sub-1641	1	1	1	1	1	22
sub-1644	1	1	1	1	1	22
sub-1645	1	1	1	1	1	22
sub-1646	1	1	1	1	1	22
sub-1647	1	1	1	1	1	22
sub-1648	1	1	1	1	1	22
sub-1649	1	1	1	1	1	22
sub-1650	1	1	1	1	1	22
sub-1652	1	1	1	1	1	22
sub-1654	1	1	1	1	1	22
sub-1659	1	1	1	1	1	22
sub-1660	1	1	1	1	1	22
sub-1661	1	1	1	1	1	22
sub-1662	1	1	1	1	1	22
sub-1663	1	1	1	1	1	22
sub-1665	1	1	1	1	1	22
sub-1668	1	1	1	1	1	22
sub-1671	1	1	1	1	1	22
sub-1672	1	1	1	1	1	22
sub-1673	1	1	1	1	1	22
sub-1676	1	1	1	1	1	22
sub-1678	1	1	1	1	1	22
sub-1679	1	1	1	1	1	22
sub-1681	1	1	1	1	1	22
sub-1682	1	1	1	1	1	22
sub-1683	1	1	1	1	1	22
sub-1686	1	1	1	1	1	22
sub-1688	1	1	1	1	1	22
sub-1689	1	1	1	1	1	22
sub-1690	1	1	1	1	1	22
sub-1691	1	1	1	1	1	22
sub-1695	1	1	1	1	1	22
sub-1696	1	1	1	1	1	22
sub-2059	1	1	1	1	1	22
sub-2060	1	1	1	1	1	22
sub-2061	1	1	1	1	1	22
sub-2062	1	1	1	1	1	22
sub-2064	1	1	1	1	1	22
sub-2065	1	1	1	1	1	22
sub-2068	1	1	1	1	1	22
sub-2071	1	1	1	1	1	22
sub-2074	1	1	1	1	1	22
sub-2075	1	1	1	1	1	22
sub-2077	1	1	1	1	1	22
sub-2079	1	1	1	1	1	22
sub-2080	1	1	1	1	1	22
sub-2081	1	1	1	1	1	22
sub-2082	1	1	1	1	1	22
sub-2085	1	1	1	1	1	22
sub-2087	1	1	1	1	1	22
sub-2088	1	1	1	1	1	22
sub-2093	1	1	1	1	1	22
sub-2094	1	1	1	1	1	22
sub-2095	1	1	1	1	1	22
sub-2096	1	1	1	1	1	22
sub-2097	1	1	1	1	1	22
sub-2100	1	1	1	1	1	22
sub-2101	1	1	1	1	1	22
sub-2102	1	1	1	1	1	22
sub-2103	1	1	1	1	1	22
sub-2104	1	1	1	1	1	22
sub-2105	1	1	1	1	1	22
sub-2108	1	1	1	1	1	22
sub-2110	1	1	1	1	1	22
sub-2111	1	1	1	1	1	22
sub-2114	1	1	1	1	1	22
sub-2123	1	1	1	1	1	22
sub-2128	1	1	1	1	1	22
sub-2233	1	1	1	1	1	22
sub-2234	1	1	1	1	1	22
sub-2235	1	1	1	1	1	22
sub-2236	1	1	1	1	1	22
sub-2239	1	1	1	1	1	22
sub-2243	1	1	1	1	1	22
sub-2246	1	1	1	1	1	22
sub-3119	1	1	1	1	1	22
sub-3127	1	1	1	1	1	22
sub-3133	1	1	1	1	1	22
sub-3134	1	1	1	1	1	22
sub-3137	1	1	1	1	1	22
sub-3138	1	1	1	1	1	22
sub-3147	1	1	1	1	1	22
sub-3148	1	1	1	1	1	22
sub-3149	1	1	1	1	1	22
sub-3154	1	1	1	1	1	22
sub-3157	1	1	1	1	1	22
sub-3161	1	1	1	1	1	22
sub-3162	1	1	1	1	1	22
sub-3163	1	1	1	1	1	22
sub-3164	1	1	1	1	1	22
sub-3165	1	1	1	1	1	22
sub-3169	1	1	1	1	1	22
sub-3173	1	1	1	1	1	22
sub-3179	1	1	1	1	1	22
sub-3180	1	1	1	1	1	22
sub-3182	1	1	1	1	1	22
sub-3185	1	1	1	1	1	22
sub-3187	1	1	1	1	1	22
sub-3189	1	1	1	1	1	22
sub-3191	1	1	1	1	1	22
sub-3194	1	1	1	1	1	22
sub-3196	1	1	1	1	1	22
sub-3197	1	1	1	1	1	22
sub-3200	1	1	1	1	1	22
sub-3202	1	1	1	1	1	22
sub-3205	1	1	1	1	1	22
sub-3208	1	1	1	1	1	22
