subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	2	1	1	40
sub-sc001	1	1	1	1	1	40
sub-sc002	1	1	1	1	1	40
sub-sc003	1	1	1	1	1	40
sub-sc004	1	1	1	1	1	40
sub-sc005	1	1	1	1	1	40
sub-sc006	1	1	1	1	1	40
sub-sc007	1	1	1	1	1	40
sub-sc008	1	1	1	1	1	40
sub-sc009	1	1	1	1	1	40
sub-sc010	1	1	1	1	1	40
sub-sc011	1	1	1	1	1	40
sub-sc012	1	1	1	1	1	40
sub-sc013	1	1	1	1	1	40
sub-sc014	1	1	1	1	1	40
sub-sc015	1	1	1	1	1	40
sub-sc016	1	1	1	1	1	40
sub-sc017	1	1	1	1	1	40
sub-sc018	1	1	1	1	1	40
sub-sc019	1	1	1	1	1	40
