subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	7	1	1	6
sub-01	0	1	3	1	1	73
sub-02	0	1	3	1	1	73
sub-03	0	1	3	1	1	73
sub-04	0	1	3	1	1	73
sub-05	0	1	3	1	1	73
sub-06	0	1	3	1	1	73
sub-07	0	1	3	1	1	73
sub-08	0	1	4	1	1	73
sub-09	0	1	4	1	1	73
sub-10	0	1	3	1	1	73
sub-11	0	1	3	1	1	73
sub-12	0	1	3	1	1	73
sub-13	0	1	3	1	1	73
sub-14	0	1	3	1	1	73
sub-15	0	1	3	1	1	73
sub-16	0	1	3	1	1	73
sub-17	0	1	4	1	1	73
sub-18	0	1	3	1	1	73
sub-19	0	1	4	1	1	73
sub-20	0	1	3	1	1	73
sub-21	0	1	3	1	1	73
sub-22	0	1	3	1	1	73
sub-23	0	1	3	1	1	73
sub-24	0	1	3	1	1	73
sub-25	0	1	3	1	1	73
sub-26	0	1	3	1	1	73
sub-27	0	1	3	1	1	73
sub-28	0	1	3	1	1	73
sub-29	0	1	3	1	1	73
sub-30	0	1	3	1	1	73
sub-31	0	1	3	1	1	73
sub-32	0	1	4	1	1	73
sub-33	0	1	3	1	1	73
sub-34	0	1	3	1	1	73
sub-35	0	1	3	1	1	73
sub-36	0	1	3	1	1	73
sub-37	0	1	9	1	1	182
