subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	2	1	1	3
sub-3408	1	1	2	1	1	53
sub-3844	1	1	2	1	1	51
sub-3970	0	0	0	1	1	51
sub-3977	1	1	4	1	1	51
sub-4077	0	0	0	1	1	51
sub-4428	1	1	4	1	1	51
sub-4580	0	0	0	1	1	51
sub-4594	1	1	4	1	1	53
sub-4633	1	1	4	1	1	51
sub-4685	0	0	0	1	1	51
sub-4729	0	0	0	1	1	51
sub-4737	1	1	6	1	1	51
sub-4739	1	1	2	1	1	51
sub-4788	0	0	0	1	1	51
sub-4902	1	1	4	1	1	51
sub-5048	1	1	6	1	1	51
sub-5071	0	0	0	1	1	51
sub-5088	1	1	6	1	1	51
sub-5104	0	0	0	1	1	51
sub-5107	0	0	0	1	1	51
sub-5215	1	1	6	1	1	51
sub-5234	1	1	4	1	1	51
sub-5239	1	1	2	1	1	51
sub-5240	0	0	0	1	1	51
sub-5242	1	1	4	1	1	51
sub-5319	0	0	0	1	1	51
sub-5339	1	1	4	1	1	51
sub-5418	1	1	4	1	1	51
sub-5419	0	0	0	1	1	51
sub-5435	0	0	0	1	1	51
sub-5436	1	1	2	1	1	51
sub-5469	1	1	4	1	1	51
sub-5472	1	1	6	1	1	51
sub-5479	1	1	4	1	1	51
sub-5480	0	0	0	1	1	51
