subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	3
sub-82KK02101	1	1	114
sub-82KK02102	1	1	114
sub-82KK02103	1	1	114
sub-82KK02104	1	1	114
sub-82KK02105	1	1	114
sub-82KK02106	1	1	114
sub-82KK02107	1	1	114
sub-82KK02108	1	1	114
sub-82KK02109	1	1	114
sub-82KK02112	1	1	114
sub-82KK02213	1	1	114
sub-82KK02214	1	1	114
sub-82KK02215	1	1	114
sub-82KK02217	1	1	114
sub-82KK02218	1	1	114
sub-82KK02220	1	1	114
sub-82KK02221	1	1	114
sub-82KK02222	1	1	114
sub-82KK02223	1	1	114
sub-82KK02224	1	1	114
sub-82KK02325	1	1	114
sub-82KK02326	1	1	114
sub-82KK02327	1	1	114
sub-82KK02329	1	1	114
sub-82KK02331	1	1	114
sub-82KK02332	1	1	114
sub-82KK02333	1	1	114
sub-82KK02334	1	1	114
sub-82KK02335	1	1	114
sub-82KK02336	1	1	114
sub-82KK02337	1	1	114
sub-82KK02338	1	1	114
sub-82KK02339	1	1	114
sub-82KK02340	1	1	114
sub-82KK02341	1	1	114
sub-82KK02342	1	1	114
sub-82KK02343	1	1	114
sub-82KK02344	1	1	114
sub-82KK02445	1	1	114
sub-82KK02446	1	1	114
sub-82KK02447	1	1	114
sub-82KK02448	1	1	114
sub-82KK02449	1	1	114
sub-82KK02450	1	1	114
sub-82KK02451	1	1	114
sub-82KK02452	1	1	114
sub-82KK02453	1	1	114
sub-82KK02454	1	1	114
sub-82KK02455	1	1	114
sub-82KK02456	1	1	114
sub-82KK02457	1	1	114
sub-82KK02459	1	1	114
sub-82KK02460	1	1	114
