subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	10
sub-002	1	1	56
sub-004	1	1	56
sub-005	1	1	56
sub-007	1	1	56
sub-008	1	1	56
sub-009	1	1	56
sub-010	1	1	56
sub-012	1	1	56
sub-013	1	1	56
sub-014	1	1	56
sub-015	1	1	56
sub-016	1	1	56
sub-017	1	1	56
sub-018	1	1	56
sub-019	1	1	56
sub-020	1	1	56
sub-021	1	1	56
sub-022	1	1	56
sub-023	1	1	56
sub-024	1	1	56
sub-027	1	1	56
sub-028	1	1	56
sub-029	1	1	56
sub-030	1	1	56
sub-031	1	1	56
sub-032	1	1	56
sub-034	1	1	56
sub-035	1	1	56
sub-036	1	1	56
sub-037	1	1	56
sub-039	1	1	56
sub-040	1	1	56
sub-041	1	1	56
sub-042	1	1	56
sub-043	1	1	56
sub-045	1	1	56
sub-046	1	1	56
sub-048	1	1	56
sub-049	1	1	56
sub-050	1	1	56
