subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	9
sub-117	1	1	32
sub-118	1	1	32
sub-119	1	1	32
sub-120	1	1	32
sub-121	1	1	32
sub-122	1	1	32
sub-123	1	1	32
sub-124	1	1	32
sub-126	1	1	32
sub-127	1	1	32
sub-128	1	1	32
sub-129	1	1	32
sub-131	1	1	32
sub-132	1	1	32
sub-133	1	1	32
sub-134	1	1	32
sub-135	1	1	32
sub-136	1	1	32
sub-137	1	1	32
sub-138	1	1	32
sub-139	1	1	32
sub-140	1	1	32
sub-141	1	1	32
sub-142	1	1	32
sub-216	1	1	32
sub-217	1	1	32
sub-219	1	1	32
sub-221	1	1	32
sub-223	1	1	32
sub-224	1	1	32
sub-225	1	1	32
sub-226	1	1	32
sub-228	1	1	32
sub-229	1	1	32
sub-230	1	1	32
sub-231	1	1	32
sub-232	1	1	32
sub-234	1	1	32
sub-235	1	1	32
sub-236	1	1	32
sub-237	1	1	32
sub-238	1	1	32
sub-239	1	1	32
sub-240	1	1	32
sub-241	1	1	32
sub-242	1	1	32
sub-243	1	1	32
sub-244	1	1	32
sub-245	1	1	32
