subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	0	0	1	1	3
sub-047EPKL011005	0	0	0	1	1	40
sub-047EPKL011009	0	0	0	1	1	40
sub-047EPKL011011	0	0	0	1	1	40
sub-047EPKL011012	0	0	0	1	1	40
sub-047EPKL011041	0	0	0	1	1	40
sub-047EPKL011042	0	0	0	1	1	40
sub-047EPKL011047	0	0	0	1	1	40
sub-047EPKL011049	0	0	0	1	1	40
sub-047EPKL011051	0	0	0	1	1	40
sub-047EPKL011056	0	0	0	1	1	40
sub-047EPKL011058	0	0	0	1	1	40
sub-047EPKL011059	0	0	0	1	1	40
sub-047EPKL011060	0	0	0	1	1	40
sub-047EPKL011063	0	0	0	1	1	45
sub-047EPKL011067	0	0	0	1	1	43
sub-047EPKL011068	0	0	0	1	1	40
sub-047EPKL011075	0	0	0	1	1	40
sub-047EPKL012014	0	0	0	1	1	40
sub-047EPKL012015	0	0	0	1	1	40
sub-047EPKL012017	0	0	0	1	1	40
sub-047EPKL012069	0	0	0	1	1	40
sub-047EPKL012071	0	1	1	1	1	40
sub-047EPKL012073	0	0	0	1	1	40
sub-047EPKL012074	0	0	0	1	1	40
sub-047EPKL013003	0	0	0	1	1	40
sub-047EPKL013004	0	0	0	1	1	40
sub-047EPKL013013	0	0	0	1	1	40
sub-047EPKL013016	0	0	0	1	1	40
sub-047EPKL013018	0	1	1	1	1	42
sub-047EPKL013019	0	0	0	1	1	40
sub-047EPKL013022	0	0	0	1	1	40
sub-047EPKL013023	0	0	0	1	1	40
sub-047EPKL013025	0	0	0	1	1	40
sub-047EPKL013027	0	0	0	1	1	40
sub-047EPKL013028	0	1	1	1	1	42
sub-047EPKL013033	0	0	0	1	1	40
sub-047EPKL013034	0	0	0	1	1	40
sub-047EPKL013035	0	0	0	1	1	40
sub-047EPKL013044	0	0	0	1	1	40
sub-047EPKL013046	0	0	0	1	1	40
sub-047EPKL013053	0	0	0	1	1	40
sub-047EPKL013057	0	0	0	1	1	40
sub-047EPKL013061	0	0	0	1	1	40
sub-047EPKL013064	0	1	1	1	1	40
sub-047EPKL013065	0	0	0	1	1	40
sub-047EPKL014001	0	0	0	1	1	42
sub-047EPKL014002	0	0	0	1	1	42
sub-047EPKL014007	0	0	0	1	1	42
sub-047EPKL014008	0	1	1	1	1	44
sub-047EPKL014010	0	0	0	1	1	42
sub-047EPKL014020	0	0	0	1	1	42
sub-047EPKL014024	0	0	0	1	1	42
sub-047EPKL014026	0	0	0	1	1	42
sub-047EPKL014029	0	0	0	1	1	42
sub-047EPKL014031	0	0	0	1	1	42
sub-047EPKL014032	0	0	0	1	1	42
sub-047EPKL014036	0	0	0	1	1	42
sub-047EPKL014037	0	0	0	1	1	42
sub-047EPKL014038	0	0	0	1	1	42
sub-047EPKL014039	0	1	1	1	1	44
sub-047EPKL014040	0	0	0	1	1	42
sub-047EPKL014043	0	1	1	1	1	44
sub-047EPKL014045	0	0	0	1	1	42
sub-047EPKL014048	0	0	0	1	1	42
sub-047EPKL014050	0	0	0	1	1	42
sub-047EPKL014052	0	0	0	1	1	42
sub-047EPKL014054	0	0	0	1	1	42
sub-047EPKL014055	0	0	0	1	1	42
sub-047EPKL014062	0	0	0	1	1	42
sub-047EPKL014066	0	0	0	1	1	42
sub-047EPKL014067	0	0	0	1	1	42
