subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	3
sub-101DPMB041003	1	1	44
sub-101DPMB041005	1	1	48
sub-101DPMB041007	1	1	47
sub-101DPMB041008	1	1	48
sub-101DPMB041009	1	1	48
sub-101DPMB041011	1	1	44
sub-101DPMB041012	1	1	44
sub-101DPMB041013	1	1	47
sub-101DPMB041015	1	1	44
sub-101DPMB041017	1	1	44
sub-101DPMB041020	1	1	44
sub-101DPMB041023	1	1	44
sub-101DPMB041025	1	1	44
sub-101DPMB041026	1	1	44
sub-101DPMB041028	1	1	44
sub-101DPMB041030	1	1	44
sub-101DPMB041032	1	1	44
sub-101DPMB042001	1	1	47
sub-101DPMB042002	1	1	48
sub-101DPMB042004	1	1	48
sub-101DPMB042006	1	1	47
sub-101DPMB042010	1	1	48
sub-101DPMB042014	1	1	44
sub-101DPMB042016	1	1	44
sub-101DPMB042018	1	1	44
sub-101DPMB042019	1	1	44
sub-101DPMB042021	1	1	44
sub-101DPMB042022	1	1	44
sub-101DPMB042024	1	1	44
sub-101DPMB042027	1	1	44
sub-101DPMB042029	1	1	44
sub-101DPMB042031	1	1	44
sub-101DPMB042033	1	1	44
sub-101DPMB042034	1	1	44
