subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	0	0	1	1	4
sub-01	0	1	1	1	1	51
sub-02	0	1	1	1	1	51
sub-03	0	1	1	1	1	51
sub-05	0	1	1	1	1	51
sub-06	0	1	1	1	1	51
sub-07	0	1	1	1	1	51
sub-08	0	1	1	1	1	51
sub-10	0	1	1	1	1	51
sub-11	0	1	1	1	1	51
sub-12	0	1	1	1	1	51
sub-13	0	1	1	1	1	51
sub-14	0	1	1	1	1	51
sub-15	0	1	1	1	1	51
sub-25	0	1	1	1	1	51
sub-26	0	1	1	1	1	51
sub-27	0	1	1	1	1	51
sub-28	0	1	1	1	1	51
sub-29	0	1	1	1	1	51
sub-30	0	1	1	1	1	51
sub-31	0	1	1	1	1	51
sub-32	0	1	1	1	1	51
sub-33	0	1	1	1	1	51
sub-34	0	1	1	1	1	51
sub-35	0	1	1	1	1	51
sub-36	0	1	1	1	1	51
sub-37	0	1	1	1	1	51
sub-38	0	1	1	1	1	51
sub-39	0	1	1	1	1	51
sub-41	0	1	1	1	1	51
sub-42	0	1	1	1	1	51
sub-45	0	1	1	1	1	51
sub-46	0	1	1	1	1	51
sub-47	0	1	1	1	1	51
sub-48	0	1	1	1	1	51
sub-49	0	1	1	1	1	51
