subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	1	507	0	0	0
sub-01	1	1	148	1	1	884
sub-02	1	1	160	1	1	1058
sub-03	1	1	180	1	1	924
sub-04	1	1	180	1	1	924
sub-05	1	1	180	1	1	924
sub-06	1	1	180	1	1	924
sub-09	1	1	180	1	1	924
sub-10	1	1	180	1	1	924
sub-14	1	1	180	1	1	924
sub-15	1	1	180	1	1	924
sub-16	1	1	180	1	1	924
sub-17	1	1	180	1	1	924
sub-18	1	1	180	1	1	924
sub-19	1	1	180	1	1	924
sub-20	1	1	180	1	1	924
sub-22	0	1	42	1	1	136
sub-23	0	1	42	1	1	136
sub-24	0	1	42	1	1	136
sub-25	0	1	42	1	1	136
sub-26	0	1	42	1	1	136
sub-27	0	1	42	1	1	136
sub-28	0	1	42	1	1	136
sub-29	0	1	42	1	1	136
sub-30	0	1	43	1	1	144
sub-31	0	1	42	1	1	144
sub-32	0	1	42	1	1	136
sub-33	0	1	42	1	1	136
sub-34	0	1	42	1	1	136
sub-35	0	1	42	1	1	136
sub-36	0	1	42	1	1	136
