subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	5
sub-1004	1	1	147
sub-1005	1	1	147
sub-1006	1	1	147
sub-1007	1	1	147
sub-1008	1	1	147
sub-1009	1	1	147
sub-1011	1	1	147
sub-1012	1	1	147
sub-1014	1	1	147
sub-1015	1	1	147
sub-1016	1	1	147
sub-1017	1	1	147
sub-1018	1	1	147
sub-1019	1	1	147
sub-1020	1	1	147
sub-1021	1	1	147
sub-1022	1	1	147
sub-1023	1	1	147
sub-1024	1	1	147
sub-1026	1	1	147
sub-1027	1	1	147
sub-1028	1	1	147
sub-1029	1	1	147
sub-1030	1	1	147
sub-1031	1	1	147
sub-1032	1	1	147
sub-1033	1	1	147
sub-1034	1	1	147
sub-1035	1	1	147
sub-1036	1	1	147
sub-1037	1	1	147
sub-1038	1	1	147
sub-1039	1	1	147
sub-1040	1	1	147
sub-1041	1	1	147
sub-1042	1	1	147
sub-1043	1	1	147
sub-1044	1	1	147
