subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	3
sub-hc1	1	1	28
sub-hc10	1	1	28
sub-hc18	1	1	28
sub-hc2	1	1	28
sub-hc20	1	1	28
sub-hc21	1	1	28
sub-hc24	1	1	28
sub-hc25	1	1	28
sub-hc29	1	1	28
sub-hc30	1	1	28
sub-hc31	1	1	28
sub-hc32	1	1	28
sub-hc33	1	1	28
sub-hc4	1	1	28
sub-hc7	1	1	28
sub-hc8	1	1	28
sub-pd11	1	1	56
sub-pd12	1	1	56
sub-pd13	1	1	56
sub-pd14	1	1	56
sub-pd16	1	1	56
sub-pd17	1	1	56
sub-pd19	1	1	56
sub-pd22	1	1	56
sub-pd23	1	1	56
sub-pd26	1	1	56
sub-pd28	1	1	56
sub-pd3	1	1	56
sub-pd5	1	1	56
sub-pd6	1	1	56
sub-pd9	1	1	56
