subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	3	1	1	32
sub-001	0	0	0	1	1	43
sub-002	0	0	0	1	1	43
sub-003	0	0	0	1	1	43
sub-004	0	0	0	1	1	43
sub-005	0	0	0	1	1	43
sub-006	0	0	0	1	1	43
sub-007	0	0	0	1	1	43
sub-008	0	0	0	1	1	43
sub-009	0	0	0	1	1	43
sub-010	0	0	0	1	1	43
sub-011	0	0	0	1	1	43
sub-012	0	0	0	1	1	43
sub-013	0	0	0	1	1	43
sub-014	0	0	0	1	1	43
sub-015	0	0	0	1	1	43
sub-016	0	0	0	1	1	43
sub-017	0	0	0	1	1	43
sub-018	0	0	0	1	1	43
sub-019	0	0	0	1	1	43
sub-020	0	0	0	1	1	43
sub-021	0	0	0	1	1	43
sub-022	0	0	0	1	1	43
sub-023	0	0	0	1	1	43
sub-024	0	0	0	1	1	43
sub-025	0	0	0	1	1	43
sub-026	0	0	0	1	1	43
sub-027	0	0	0	1	1	43
sub-028	0	0	0	1	1	43
