subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	3
sub-005	1	1	38
sub-006	1	1	38
sub-007	1	1	38
sub-008	1	1	38
sub-009	1	1	38
sub-011	1	1	38
sub-012	1	1	38
sub-013	1	1	38
sub-014	1	1	38
sub-015	1	1	38
sub-016	1	1	38
sub-017	1	1	38
sub-018	1	1	38
sub-019	1	1	38
sub-020	1	1	38
sub-021	1	1	38
sub-022	1	1	38
sub-023	1	1	38
sub-024	1	1	38
sub-025	1	1	38
sub-026	1	1	38
sub-028	1	1	38
sub-029	1	1	38
sub-030	1	1	38
sub-031	1	1	38
sub-032	1	1	38
sub-033	1	1	38
sub-034	1	1	38
sub-035	1	1	38
sub-036	1	1	38
sub-037	1	1	38
sub-039	1	1	38
sub-040	1	1	38
sub-041	1	1	38
sub-042	1	1	38
