subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	0	0	1	1	2
sub-01	0	1	252	1	1	1176
sub-02	0	1	117	1	1	546
sub-03	0	1	351	1	1	1638
sub-04	0	1	306	1	1	1428
sub-05	0	1	315	1	1	1470
sub-06	0	1	315	1	1	1470
sub-07	0	1	9	1	1	42
sub-08	0	1	144	1	1	672
sub-09	0	1	108	1	1	504
sub-10	0	1	54	1	1	252
sub-11	0	1	171	1	1	798
sub-12	0	1	225	1	1	1050
sub-13	0	1	144	1	1	672
sub-14	0	1	117	1	1	546
sub-15	0	1	252	1	1	1176
sub-16	0	1	153	1	1	714
sub-17	0	1	9	1	1	42
sub-18	0	1	45	1	1	210
sub-19	0	1	117	1	1	546
sub-20	0	1	261	1	1	1218
