subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	1	1	1	1	4
sub-s01	0	0	0	1	1	56
sub-s03	0	0	0	1	1	56
sub-s05	0	0	0	1	1	56
sub-s06	0	0	0	1	1	56
sub-s08	0	0	0	1	1	56
sub-s09	0	0	0	1	1	56
sub-s11	0	0	0	1	1	56
sub-s12	0	0	0	1	1	56
sub-s13	0	0	0	1	1	56
sub-s14	0	0	0	1	1	56
sub-s15	0	0	0	1	1	56
sub-s16	0	0	0	1	1	56
sub-s17	0	0	0	1	1	56
sub-s18	0	0	0	1	1	56
sub-s19	0	0	0	1	1	56
sub-s21	0	0	0	1	1	56
sub-s22	0	0	0	1	1	56
sub-s23	0	0	0	1	1	56
sub-s24	0	0	0	1	1	56
sub-s25	0	0	0	1	1	56
sub-s26	0	0	0	1	1	56
sub-s27	0	0	0	1	1	56
sub-s28	0	0	0	1	1	56
sub-s29	0	0	0	1	1	56
