subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	1	329	1	1	2
sub-01	1	1	30	1	1	353
sub-02	1	1	30	1	1	353
sub-03	1	1	30	1	1	353
sub-04	1	1	30	1	1	353
sub-05	1	1	30	1	1	353
sub-06	1	1	30	1	1	353
sub-07	1	1	30	1	1	353
sub-08	1	1	30	1	1	353
sub-09	1	1	30	1	1	353
sub-10	1	1	30	1	1	353
sub-11	1	1	30	1	1	353
sub-12	1	1	30	1	1	353
sub-13	1	1	30	1	1	353
sub-14	1	1	30	1	1	353
sub-15	1	1	30	1	1	353
sub-16	1	1	30	1	1	353
sub-17	1	1	30	1	1	353
sub-18	1	1	30	1	1	353
sub-19	1	1	30	1	1	353
sub-20	1	1	30	1	1	353
sub-21	1	1	30	1	1	353
sub-22	1	1	30	1	1	353
sub-23	1	1	30	1	1	353
sub-24	1	1	30	1	1	353
sub-25	1	1	30	1	1	353
sub-26	1	1	30	1	1	353
sub-27	1	1	30	1	1	353
sub-28	1	1	27	1	1	317
sub-29	1	1	30	1	1	353
sub-30	1	1	30	1	1	353
sub-31	1	1	27	1	1	317
sub-32	1	1	30	1	1	353
