subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	6
sub-01	1	1	191
sub-02	1	1	191
sub-03	1	1	191
sub-04	1	1	191
sub-05	1	1	191
sub-06	1	1	191
sub-07	1	1	191
sub-08	1	1	191
sub-09	1	1	191
sub-10	1	1	191
sub-11	1	1	191
sub-12	1	1	191
sub-13	1	1	191
sub-14	1	1	191
sub-15	1	1	191
sub-16	1	1	191
sub-17	1	1	191
sub-18	1	1	191
sub-19	1	1	191
sub-20	1	1	191
sub-21	1	1	191
sub-22	1	1	191
sub-23	1	1	191
sub-24	1	1	191
sub-25	1	1	191
sub-26	1	1	191
sub-27	1	1	191
sub-28	1	1	191
sub-29	1	1	218
sub-30	1	1	191
sub-31	1	1	191
sub-32	1	1	191
sub-33	1	1	191
sub-34	1	1	191
sub-35	1	1	191
sub-36	1	1	191
