subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	4
sub-0309	1	1	195
sub-0310	1	1	195
sub-0311	1	1	195
sub-0401	1	1	195
sub-0402	1	1	195
sub-0403	1	1	195
sub-0404	1	1	195
sub-0405	1	1	123
sub-0406	1	1	195
sub-0407	1	1	195
sub-0408	1	1	195
sub-0409	1	1	195
sub-0410	1	1	195
sub-0411	1	1	195
sub-0412	1	1	195
sub-0413	1	1	195
sub-0414	1	1	195
sub-0415	1	1	195
sub-0416	1	1	195
sub-0417	1	1	195
sub-0418	1	1	195
sub-0419	1	1	195
sub-0420	1	1	123
sub-0421	1	1	195
sub-0422	1	1	195
sub-0424	1	1	123
sub-0425	1	1	195
sub-0426	1	1	195
sub-0427	1	1	195
sub-0428	1	1	195
sub-0429	1	1	195
sub-0430	1	1	195
sub-0431	1	1	195
sub-0432	1	1	195
sub-0433	1	1	195
sub-0434	1	1	195
sub-0435	1	1	195
sub-0436	1	1	195
sub-0437	1	1	195
sub-0438	1	1	195
sub-0439	1	1	195
sub-0440	1	1	195
sub-0441	1	1	195
sub-0442	1	1	195
sub-0443	1	1	195
sub-0444	1	1	195
sub-0445	1	1	195
sub-0446	1	1	195
sub-0447	1	1	195
sub-0448	1	1	123
sub-0449	1	1	195
sub-0450	1	1	195
sub-0451	1	1	123
sub-0452	1	1	195
sub-0453	1	1	195
sub-0454	1	1	195
