subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	0	0	1	1	3
sub-CTL3692	1	1	6	1	1	126
sub-CTL3693	1	1	8	1	1	168
sub-CTL4351	1	1	7	1	1	147
sub-CTL4352	1	1	8	1	1	168
sub-CTL4589	1	1	6	1	1	126
sub-CTL4590	1	1	6	1	1	126
sub-CTL4680	1	1	4	1	1	84
sub-CTL4681	1	1	4	1	1	84
sub-STZ3694	1	1	8	1	1	168
sub-STZ3695	1	1	7	1	1	147
sub-STZ4354	1	1	8	1	1	168
sub-STZ4397	1	1	8	1	1	168
sub-STZ4398	1	1	8	1	1	168
sub-STZ4587	1	1	6	1	1	126
sub-STZ4588	1	1	6	1	1	126
sub-STZ4682	1	1	3	1	1	63
sub-STZ4683	1	1	4	1	1	84
