subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	1	1	1	1	4
sub-119	1	1	1	1	1	268
sub-162	0	0	0	1	1	220
sub-269	0	0	0	1	1	268
sub-273	0	0	0	1	1	268
sub-275	0	0	0	1	1	220
sub-276	0	0	0	1	1	268
sub-278	0	0	0	1	1	268
sub-290	0	0	0	1	1	271
sub-300	0	0	0	1	1	268
sub-301	0	0	0	1	1	268
sub-303	0	0	0	1	1	70
sub-306	0	0	0	1	1	118
sub-309	0	0	0	1	1	268
sub-310	0	0	0	1	1	322
sub-311	1	1	1	1	1	268
sub-313	0	0	0	1	1	268
sub-314	0	0	0	1	1	268
sub-317	0	0	0	1	1	170
sub-319	0	0	0	1	1	173
sub-328	0	0	0	1	1	220
sub-329	0	0	0	1	1	268
sub-330	0	0	0	1	1	173
sub-336	0	0	0	1	1	220
sub-337	0	0	0	1	1	220
sub-338	0	0	0	1	1	170
sub-349	0	0	0	1	1	268
sub-356	0	0	0	1	1	170
sub-358	0	0	0	1	1	268
sub-359	0	0	0	1	1	268
sub-384	0	0	0	1	1	268
sub-386	0	0	0	1	1	268
sub-387	0	0	0	1	1	268
sub-388	0	0	0	1	1	268
sub-390	0	0	0	1	1	120
sub-391	0	0	0	1	1	220
sub-393	0	0	0	1	1	268
