subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	0	0	1	1	3
sub-amu01	0	0	0	1	1	25
sub-amu02	0	0	0	1	1	25
sub-amu03	0	0	0	1	1	25
sub-amu04	0	0	0	1	1	25
sub-amu05	0	0	0	1	1	25
sub-balgrist01	0	0	0	1	1	21
sub-balgrist02	0	0	0	1	1	21
sub-balgrist03	0	0	0	1	1	21
sub-balgrist04	0	0	0	1	1	21
sub-balgrist05	0	0	0	1	1	21
sub-balgrist06	0	0	0	1	1	21
sub-barcelona01	0	0	0	1	1	21
sub-barcelona02	0	0	0	1	1	21
sub-barcelona03	0	0	0	1	1	21
sub-barcelona04	0	0	0	1	1	21
sub-barcelona05	0	0	0	1	1	21
sub-barcelona06	0	0	0	1	1	21
sub-beijingGE01	0	0	0	1	1	45
sub-beijingGE02	0	0	0	1	1	45
sub-beijingGE03	0	0	0	1	1	45
sub-beijingGE04	0	0	0	1	1	45
sub-beijingPrisma01	0	0	0	1	1	21
sub-beijingPrisma02	0	0	0	1	1	20
sub-beijingPrisma03	0	0	0	1	1	20
sub-beijingPrisma04	0	0	0	1	1	20
sub-beijingPrisma05	0	0	0	1	1	20
sub-beijingVerio01	0	0	0	1	1	24
sub-beijingVerio02	0	0	0	1	1	24
sub-beijingVerio03	0	0	0	1	1	24
sub-beijingVerio04	0	0	0	1	1	24
sub-brnoCeitec01	0	0	0	1	1	21
sub-brnoCeitec02	0	0	0	1	1	21
sub-brnoCeitec03	0	0	0	1	1	21
sub-brnoCeitec04	0	0	0	1	1	21
sub-brnoCeitec05	0	0	0	1	1	21
sub-brnoCeitec06	0	0	0	1	1	21
sub-brnoUhb01	0	0	0	1	1	48
sub-brnoUhb02	0	0	0	1	1	48
sub-brnoUhb03	0	0	0	1	1	48
sub-brnoUhb04	0	0	0	1	1	48
sub-brnoUhb05	0	0	0	1	1	48
sub-brnoUhb06	0	0	0	1	1	48
sub-brnoUhb07	0	0	0	1	1	48
sub-brnoUhb08	0	0	0	1	1	48
sub-cardiff01	0	0	0	1	1	21
sub-cardiff02	0	0	0	1	1	21
sub-cardiff03	0	0	0	1	1	21
sub-cardiff04	0	0	0	1	1	21
sub-cardiff05	0	0	0	1	1	21
sub-cardiff06	0	0	0	1	1	21
sub-cmrra01	0	0	0	1	1	21
sub-cmrra02	0	0	0	1	1	21
sub-cmrra03	0	0	0	1	1	21
sub-cmrra04	0	0	0	1	1	21
sub-cmrra05	0	0	0	1	1	21
sub-cmrra06	0	0	0	1	1	21
sub-cmrrb01	0	0	0	1	1	21
sub-cmrrb02	0	0	0	1	1	21
sub-cmrrb03	0	0	0	1	1	21
sub-cmrrb04	0	0	0	1	1	21
sub-cmrrb05	0	0	0	1	1	21
sub-cmrrb06	0	0	0	1	1	21
sub-cmrrb07	0	0	0	1	1	21
sub-dresden01	0	0	0	1	1	21
sub-dresden02	0	0	0	1	1	21
sub-geneva01	0	0	0	1	1	21
sub-geneva02	0	0	0	1	1	21
sub-geneva03	0	0	0	1	1	21
sub-geneva04	0	0	0	1	1	21
sub-geneva05	0	0	0	1	1	21
sub-geneva06	0	0	0	1	1	21
sub-hamburg01	0	0	0	1	1	21
sub-hamburg02	0	0	0	1	1	21
sub-hamburg03	0	0	0	1	1	21
sub-hamburg04	0	0	0	1	1	21
sub-hamburg05	0	0	0	1	1	21
sub-hamburg06	0	0	0	1	1	21
sub-juntendo750w01	0	0	0	1	1	48
sub-juntendo750w02	0	0	0	1	1	48
sub-juntendo750w03	0	0	0	1	1	48
sub-juntendo750w04	0	0	0	1	1	48
sub-juntendo750w05	0	0	0	1	1	48
sub-juntendo750w06	0	0	0	1	1	48
sub-mgh01	0	0	0	1	1	21
sub-mgh02	0	0	0	1	1	21
sub-mgh03	0	0	0	1	1	21
sub-mgh04	0	0	0	1	1	21
sub-mgh05	0	0	0	1	1	21
sub-mgh06	0	0	0	1	1	21
sub-milan01	0	0	0	1	1	70
sub-milan02	0	0	0	1	1	70
sub-milan03	0	0	0	1	1	70
sub-milan04	0	0	0	1	1	70
sub-milan05	0	0	0	1	1	70
sub-milan06	0	0	0	1	1	70
sub-milan07	0	0	0	1	1	70
sub-mniPilot1	0	0	0	1	1	21
sub-mniS01	0	0	0	1	1	21
sub-mniS02	0	0	0	1	1	21
sub-mniS03	0	0	0	1	1	21
sub-mniS04	0	0	0	1	1	21
sub-mniS05	0	0	0	1	1	21
sub-mniS06	0	0	0	1	1	21
sub-mniS07	0	0	0	1	1	21
sub-mniS08	0	0	0	1	1	21
sub-mniS09	0	0	0	1	1	21
sub-mountSinai01	0	0	0	1	1	21
sub-mountSinai02	0	0	0	1	1	21
sub-mountSinai03	0	0	0	1	1	21
sub-mountSinai04	0	0	0	1	1	21
sub-mountSinai05	0	0	0	1	1	21
sub-mountSinai06	0	0	0	1	1	21
sub-mpicbs01	0	0	0	1	1	21
sub-mpicbs02	0	0	0	1	1	21
sub-mpicbs03	0	0	0	1	1	21
sub-mpicbs05	0	0	0	1	1	21
sub-mpicbs06	0	0	0	1	1	21
sub-mpicbs07	0	0	0	1	1	21
sub-nottwil01	0	0	0	1	1	82
sub-nottwil02	0	0	0	1	1	88
sub-nottwil03	0	0	0	1	1	88
sub-nottwil04	0	0	0	1	1	88
sub-nottwil05	0	0	0	1	1	88
sub-nottwil06	0	0	0	1	1	88
sub-nwu01	0	0	0	1	1	21
sub-nwu02	0	0	0	1	1	21
sub-nwu03	0	0	0	1	1	21
sub-nwu04	0	0	0	1	1	21
sub-nwu05	0	0	0	1	1	21
sub-nwu06	0	0	0	1	1	21
sub-oxfordFmrib01	0	0	0	1	1	21
sub-oxfordFmrib02	0	0	0	1	1	21
sub-oxfordFmrib03	0	0	0	1	1	21
sub-oxfordFmrib04	0	0	0	1	1	21
sub-oxfordFmrib05	0	0	0	1	1	21
sub-oxfordFmrib06	0	0	0	1	1	21
sub-oxfordFmrib07	0	0	0	1	1	21
sub-oxfordFmrib08	0	0	0	1	1	21
sub-oxfordFmrib09	0	0	0	1	1	21
sub-oxfordFmrib10	0	0	0	1	1	21
sub-oxfordFmrib11	0	0	0	1	1	21
sub-oxfordOhba01	0	0	0	1	1	21
sub-oxfordOhba02	0	0	0	1	1	21
sub-oxfordOhba03	0	0	0	1	1	21
sub-oxfordOhba04	0	0	0	1	1	21
sub-oxfordOhba05	0	0	0	1	1	21
sub-pavia01	0	0	0	1	1	21
sub-pavia02	0	0	0	1	1	21
sub-pavia03	0	0	0	1	1	21
sub-pavia04	0	0	0	1	1	21
sub-pavia05	0	0	0	1	1	21
sub-pavia06	0	0	0	1	1	21
sub-perform01	0	0	0	1	1	48
sub-perform02	0	0	0	1	1	48
sub-perform03	0	0	0	1	1	48
sub-perform04	0	0	0	1	1	48
sub-perform05	0	0	0	1	1	48
sub-perform06	0	0	0	1	1	48
sub-queensland01	0	0	0	1	1	21
sub-queensland02	0	0	0	1	1	21
sub-queensland03	0	0	0	1	1	21
sub-queensland04	0	0	0	1	1	21
sub-queensland05	0	0	0	1	1	21
sub-queensland06	0	0	0	1	1	21
sub-sapienza01	0	0	0	1	1	48
sub-sapienza02	0	0	0	1	1	48
sub-sapienza03	0	0	0	1	1	48
sub-sapienza04	0	0	0	1	1	48
sub-sapienza05	0	0	0	1	1	48
sub-sapienza06	0	0	0	1	1	48
sub-sherbrooke01	0	0	0	1	1	76
sub-sherbrooke02	0	0	0	1	1	76
sub-sherbrooke03	0	0	0	1	1	76
sub-sherbrooke04	0	0	0	1	1	76
sub-sherbrooke05	0	0	0	1	1	76
sub-sherbrooke06	0	0	0	1	1	76
sub-sherbrooke07	0	0	0	1	1	76
sub-stanford01	0	0	0	1	1	48
sub-stanford02	0	0	0	1	1	48
sub-stanford03	0	0	0	1	1	48
sub-stanford04	0	0	0	1	1	48
sub-stanford05	0	0	0	1	1	48
sub-stanford06	0	0	0	1	1	48
sub-strasbourg01	0	0	0	1	1	25
sub-strasbourg02	0	0	0	1	1	25
sub-strasbourg03	0	0	0	1	1	25
sub-strasbourg04	0	0	0	1	1	25
sub-strasbourg05	0	0	0	1	1	25
sub-strasbourg06	0	0	0	1	1	25
sub-tehranS01	0	0	0	1	1	21
sub-tehranS02	0	0	0	1	1	21
sub-tehranS03	0	0	0	1	1	21
sub-tehranS04	0	0	0	1	1	21
sub-tehranS05	0	0	0	1	1	21
sub-tehranS06	0	0	0	1	1	21
sub-tokyo750w01	0	0	0	1	1	46
sub-tokyo750w02	0	0	0	1	1	46
sub-tokyo750w03	0	0	0	1	1	46
sub-tokyo750w04	0	0	0	1	1	46
sub-tokyo750w05	0	0	0	1	1	46
sub-tokyo750w06	0	0	0	1	1	46
sub-tokyo750w07	0	0	0	1	1	46
sub-tokyoIngenia01	0	0	0	1	1	48
sub-tokyoIngenia02	0	0	0	1	1	48
sub-tokyoIngenia03	0	0	0	1	1	48
sub-tokyoIngenia04	0	0	0	1	1	48
sub-tokyoIngenia05	0	0	0	1	1	48
sub-tokyoIngenia06	0	0	0	1	1	48
sub-tokyoIngenia07	0	0	0	1	1	48
sub-tokyoSkyra01	0	0	0	1	1	21
sub-tokyoSkyra02	0	0	0	1	1	21
sub-tokyoSkyra03	0	0	0	1	1	21
sub-tokyoSkyra04	0	0	0	1	1	21
sub-tokyoSkyra05	0	0	0	1	1	21
sub-tokyoSkyra06	0	0	0	1	1	21
sub-tokyoSkyra07	0	0	0	1	1	21
sub-ubc01	0	0	0	1	1	62
sub-ubc02	0	0	0	1	1	62
sub-ubc03	0	0	0	1	1	62
sub-ubc04	0	0	0	1	1	62
sub-ubc05	0	0	0	1	1	42
sub-ubc06	0	0	0	1	1	42
sub-ucl01	1	1	3	1	1	87
sub-ucl02	1	1	3	1	1	87
sub-ucl03	1	1	3	1	1	87
sub-ucl04	1	1	3	1	1	87
sub-ucl05	1	1	3	1	1	87
sub-ucl06	1	1	3	1	1	87
sub-unf01	0	0	0	1	1	23
sub-unf02	0	0	0	1	1	21
sub-unf03	0	0	0	1	1	21
sub-unf04	0	0	0	1	1	23
sub-unf05	0	0	0	1	1	21
sub-unf06	0	0	0	1	1	21
sub-unf07	0	0	0	1	1	21
sub-vallHebron01	0	0	0	1	1	37
sub-vallHebron02	0	0	0	1	1	37
sub-vallHebron03	0	0	0	1	1	37
sub-vallHebron04	0	0	0	1	1	37
sub-vallHebron05	0	0	0	1	1	37
sub-vallHebron06	0	0	0	1	1	37
sub-vallHebron07	0	0	0	1	1	37
sub-vuiisAchieva01	0	0	0	1	1	45
sub-vuiisAchieva02	0	0	0	1	1	45
sub-vuiisAchieva03	0	0	0	1	1	45
sub-vuiisAchieva04	0	0	0	1	1	45
sub-vuiisAchieva05	0	0	0	1	1	45
sub-vuiisAchieva06	0	0	0	1	1	45
sub-vuiisIngenia01	0	0	0	1	1	46
sub-vuiisIngenia02	0	0	0	1	1	46
sub-vuiisIngenia03	0	0	0	1	1	46
sub-vuiisIngenia04	0	0	0	1	1	46
sub-vuiisIngenia05	0	0	0	1	1	46
sub-vuiisIngenia06	0	0	0	1	1	46
