subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	6	1	1	41
sub-103	0	0	0	1	1	522
sub-105	0	0	0	1	1	522
sub-106	0	0	0	1	1	522
sub-107	0	0	0	1	1	522
sub-110	0	0	0	1	1	522
sub-111	0	0	0	1	1	522
sub-112	0	0	0	1	1	522
sub-113	0	0	0	1	1	522
sub-114	0	0	0	1	1	522
sub-115	0	0	0	1	1	522
sub-116	0	0	0	1	1	522
sub-118	0	0	0	1	1	522
sub-120	0	0	0	1	1	522
sub-121	0	0	0	1	1	522
sub-122	0	0	0	1	1	522
sub-123	0	0	0	1	1	522
sub-124	0	0	0	1	1	522
sub-125	0	0	0	1	1	522
sub-126	0	0	0	1	1	522
sub-127	0	0	0	1	1	522
sub-128	0	0	0	1	1	522
sub-131	0	0	0	1	1	522
sub-132	0	0	0	1	1	522
sub-134	0	0	0	1	1	522
sub-135	0	0	0	1	1	522
sub-136	0	0	0	1	1	522
sub-141	0	0	0	1	1	522
sub-142	0	0	0	1	1	522
sub-143	0	0	0	1	1	527
sub-144	0	0	0	1	1	522
sub-146	0	0	0	1	1	532
sub-147	0	0	0	1	1	522
sub-149	0	0	0	1	1	522
sub-151	0	0	0	1	1	522
sub-152	0	0	0	1	1	544
sub-153	0	0	0	1	1	517
sub-154	0	0	0	1	1	522
sub-156	0	0	0	1	1	522
sub-157	0	0	0	1	1	522
sub-158	0	0	0	1	1	522
sub-161	0	0	0	1	1	522
sub-162	0	0	0	1	1	522
sub-163	0	0	0	1	1	522
sub-164	0	0	0	1	1	510
sub-165	0	0	0	1	1	522
sub-166	0	0	0	1	1	510
sub-167	0	0	0	1	1	275
sub-171	0	0	0	1	1	522
sub-172	0	0	0	1	1	522
sub-173	0	0	0	1	1	522
sub-174	0	0	0	1	1	522
sub-175	0	0	0	1	1	522
sub-176	0	0	0	1	1	522
sub-178	0	0	0	1	1	527
sub-181	0	0	0	1	1	390
sub-182	0	0	0	1	1	517
sub-183	0	0	0	1	1	522
sub-184	0	0	0	1	1	522
sub-185	0	0	0	1	1	522
sub-186	0	0	0	1	1	522
sub-187	0	0	0	1	1	522
sub-188	0	0	0	1	1	522
sub-190	0	0	0	1	1	522
sub-191	0	0	0	1	1	522
sub-192	0	0	0	1	1	522
sub-193	0	0	0	1	1	522
sub-194	0	0	0	1	1	522
sub-195	0	0	0	1	1	522
sub-196	0	0	0	1	1	522
sub-197	0	0	0	1	1	522
sub-201	0	0	0	1	1	522
sub-202	0	0	0	1	1	522
sub-203	0	0	0	1	1	522
sub-204	0	0	0	1	1	522
sub-205	0	0	0	1	1	522
sub-207	0	0	0	1	1	522
sub-212	0	0	0	1	1	522
sub-214	0	0	0	1	1	522
sub-215	0	0	0	1	1	292
sub-216	0	0	0	1	1	522
sub-219	0	0	0	1	1	270
sub-220	0	0	0	1	1	522
sub-221	0	0	0	1	1	522
sub-223	0	0	0	1	1	522
sub-224	0	0	0	1	1	522
sub-225	0	0	0	1	1	522
sub-226	0	0	0	1	1	522
sub-227	0	0	0	1	1	522
sub-228	0	0	0	1	1	330
sub-229	0	0	0	1	1	522
