subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	2	1	1	3
sub-NC232	0	0	0	1	1	30
sub-NC233	0	0	0	1	1	30
sub-NC234	0	0	0	1	1	30
sub-NC235	0	0	0	1	1	30
sub-NC236	0	0	0	1	1	30
sub-NC237	0	0	0	1	1	30
sub-NC239	0	0	0	1	1	30
sub-NC240	0	0	0	1	1	30
sub-NC242	0	0	0	1	1	30
sub-NC243	0	0	0	1	1	30
sub-NC244	0	0	0	1	1	30
sub-NC245	0	0	0	1	1	30
sub-NC246	0	0	0	1	1	30
sub-NC247	0	0	0	1	1	30
sub-NC248	0	0	0	1	1	30
sub-NC249	0	0	0	1	1	30
sub-NC250	0	0	0	1	1	30
sub-NC251	0	0	0	1	1	25
sub-NC252	0	0	0	1	1	20
sub-NC254	0	0	0	1	1	30
sub-NC255	0	0	0	1	1	30
