subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	0	0	1	1	4
sub-311	0	1	10	1	1	20
sub-312	0	1	10	1	1	20
sub-313	0	1	10	1	1	20
sub-314	0	1	10	1	1	20
sub-315	0	1	10	1	1	20
sub-316	0	1	10	1	1	20
sub-317	0	1	10	1	1	20
sub-318	0	1	10	1	1	20
sub-319	0	1	10	1	1	20
sub-320	0	1	10	1	1	20
sub-322	0	1	10	1	1	20
sub-323	0	1	10	1	1	20
sub-324	0	1	10	1	1	20
sub-325	0	1	10	1	1	20
sub-326	0	1	10	1	1	20
sub-327	0	1	10	1	1	20
sub-328	0	1	10	1	1	20
sub-329	0	1	9	1	1	18
sub-331	0	1	10	1	1	20
sub-333	0	1	10	1	1	20
sub-334	0	1	10	1	1	20
sub-335	0	1	10	1	1	20
sub-336	0	1	10	1	1	20
sub-337	0	1	10	1	1	20
sub-338	0	1	10	1	1	20
