subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	3	1	1	5
sub-EESS001	1	1	1	1	1	45
sub-EESS002	1	1	1	1	1	45
sub-EESS003	1	1	1	1	1	45
sub-EESS004	1	1	1	1	1	45
sub-EESS005	1	1	1	1	1	45
sub-EESS006	1	1	1	1	1	45
sub-EESS007	1	1	1	1	1	45
sub-EESS008	1	1	1	1	1	45
sub-EESS009	1	1	1	1	1	45
sub-EESS010	1	1	1	1	1	45
sub-EESS011	1	1	1	1	1	45
sub-EESS012	1	1	1	1	1	45
sub-EESS013	1	1	1	1	1	45
sub-EESS014	1	1	1	1	1	45
sub-EESS015	1	1	1	1	1	45
sub-EESS017	1	1	1	1	1	45
sub-EESS018	1	1	1	1	1	45
sub-EESS019	1	1	1	1	1	45
sub-EESS021	1	1	1	1	1	45
sub-EESS022	1	1	1	1	1	45
sub-EESS023	1	1	1	1	1	45
sub-EESS024	1	1	1	1	1	45
sub-EESS025	1	1	1	1	1	45
sub-EESS026	1	1	1	1	1	45
sub-EESS027	1	1	1	1	1	45
sub-EESS029	1	1	1	1	1	45
sub-EESS030	1	1	1	1	1	45
sub-EESS031	1	1	1	1	1	45
sub-EESS033	1	1	1	1	1	45
sub-EESS034	1	1	1	1	1	45
sub-EESS035	1	1	1	1	1	45
sub-EESS036	1	1	1	1	1	45
sub-EESS037	1	1	1	1	1	45
sub-EESS038	1	1	1	1	1	45
sub-EESS039	1	1	1	1	1	45
sub-EESS040	1	1	1	1	1	45
