subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	4
sub-0036	1	1	100
sub-0037	1	1	100
sub-0071	1	1	100
sub-0167	1	1	100
sub-0184	1	1	100
sub-0186	1	1	100
sub-0202	1	1	100
sub-0220	1	1	100
sub-0225	1	1	79
sub-0230	1	1	100
sub-0242	1	1	80
sub-0243	1	1	100
sub-0257	1	1	100
sub-0262	1	1	100
sub-0266	1	1	100
sub-0268	1	1	100
sub-0269	1	1	100
sub-0271	1	1	100
sub-0277	1	1	100
sub-0287	1	1	100
sub-0289	1	1	100
sub-0291	1	1	100
sub-0408	1	1	100
sub-0415	1	1	100
sub-0421	1	1	100
sub-0509	1	1	100
sub-0536	1	1	100
sub-0543	1	1	100
sub-0547	1	1	100
sub-0845	1	1	100
sub-1003	1	1	100
sub-1004	1	1	100
sub-1005	1	1	100
sub-1006	1	1	100
sub-1007	1	1	100
sub-1008	1	1	100
sub-1009	1	1	100
sub-1010	1	1	100
sub-1011	1	1	100
sub-1012	1	1	100
