subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	1	5	1	1	3
sub-CN001	0	0	0	1	1	725
sub-CN002	0	0	0	1	1	725
sub-CN003	0	0	0	1	1	725
sub-CN004	0	0	0	1	1	725
sub-CN005	0	0	0	1	1	725
sub-CN006	0	0	0	1	1	725
sub-CN007	0	0	0	1	1	725
sub-CN008	0	0	0	1	1	725
sub-CN009	0	0	0	1	1	725
sub-CN010	0	0	0	1	1	725
sub-CN011	0	0	0	1	1	725
sub-CN013	0	0	0	1	1	725
sub-CN014	0	0	0	1	1	725
sub-CN015	0	0	0	1	1	725
sub-CN016	0	0	0	1	1	725
sub-CN017	0	0	0	1	1	725
sub-CN018	0	0	0	1	1	725
sub-CN019	0	0	0	1	1	725
sub-CN020	0	0	0	1	1	725
sub-CN021	0	0	0	1	1	725
sub-CN022	0	0	0	1	1	725
sub-CN023	0	0	0	1	1	725
sub-CN024	0	0	0	1	1	725
sub-CN025	0	0	0	1	1	725
sub-CN026	0	0	0	1	1	725
sub-CN027	0	0	0	1	1	725
sub-CN028	0	0	0	1	1	725
sub-CN029	0	0	0	1	1	725
sub-CN030	0	0	0	1	1	725
sub-CN031	0	0	0	1	1	725
sub-CN032	0	0	0	1	1	803
sub-CN033	0	0	0	1	1	725
sub-CN034	0	0	0	1	1	725
sub-CN036	0	0	0	1	1	725
sub-CN037	0	0	0	1	1	725
sub-EN057	0	0	0	1	1	725
sub-EN058	0	0	0	1	1	725
sub-EN059	0	0	0	1	1	881
sub-EN061	0	0	0	1	1	725
sub-EN062	0	0	0	1	1	725
sub-EN063	0	0	0	1	1	725
sub-EN064	0	0	0	1	1	725
sub-EN065	0	0	0	1	1	725
sub-EN067	0	0	0	1	1	725
sub-EN068	0	0	0	1	1	725
sub-EN069	0	0	0	1	1	725
sub-EN070	0	0	0	1	1	725
sub-EN072	0	0	0	1	1	725
sub-EN073	0	0	0	1	1	725
sub-EN074	0	0	0	1	1	725
sub-EN075	0	0	0	1	1	725
sub-EN076	0	0	0	1	1	725
sub-EN077	0	0	0	1	1	725
sub-EN078	0	0	0	1	1	725
sub-EN079	0	0	0	1	1	725
sub-EN081	0	0	0	1	1	725
sub-EN082	0	0	0	1	1	725
sub-EN083	0	0	0	1	1	725
sub-EN084	0	0	0	1	1	725
sub-EN086	0	0	0	1	1	725
sub-EN087	0	0	0	1	1	725
sub-EN088	0	0	0	1	1	725
sub-EN089	0	0	0	1	1	725
sub-EN091	0	0	0	1	1	725
sub-EN092	0	0	0	1	1	725
sub-EN093	0	0	0	1	1	725
sub-EN094	0	0	0	1	1	725
sub-EN095	0	0	0	1	1	725
sub-EN096	0	0	0	1	1	725
sub-EN097	0	0	0	1	1	725
sub-EN098	0	0	0	1	1	725
sub-EN099	0	0	0	1	1	725
sub-EN100	0	0	0	1	1	725
sub-EN101	0	0	0	1	1	725
sub-EN103	0	0	0	1	1	725
sub-EN104	0	0	0	1	1	725
sub-EN105	0	0	0	1	1	725
sub-EN106	0	0	0	1	1	725
sub-EN108	0	0	0	1	1	725
sub-EN109	0	0	0	1	1	725
sub-EN110	0	0	0	1	1	725
sub-EN113	0	0	0	1	1	725
sub-EN114	0	0	0	1	1	725
sub-EN115	0	0	0	1	1	725
sub-FR001	0	0	0	1	1	275
sub-FR002	0	0	0	1	1	275
sub-FR003	0	0	0	1	1	275
sub-FR004	0	0	0	1	1	275
sub-FR005	0	0	0	1	1	275
sub-FR006	0	0	0	1	1	275
sub-FR007	0	0	0	1	1	275
sub-FR008	0	0	0	1	1	275
sub-FR009	0	0	0	1	1	275
sub-FR010	0	0	0	1	1	275
sub-FR011	0	0	0	1	1	275
sub-FR012	0	0	0	1	1	275
sub-FR013	0	0	0	1	1	275
sub-FR014	0	0	0	1	1	275
sub-FR015	0	0	0	1	1	275
sub-FR016	0	0	0	1	1	275
sub-FR017	0	0	0	1	1	275
sub-FR018	0	0	0	1	1	275
sub-FR019	0	0	0	1	1	275
sub-FR020	0	0	0	1	1	275
sub-FR022	0	0	0	1	1	275
sub-FR023	0	0	0	1	1	275
sub-FR024	0	0	0	1	1	275
sub-FR025	0	0	0	1	1	275
sub-FR026	0	0	0	1	1	275
sub-FR028	0	0	0	1	1	275
sub-FR029	0	0	0	1	1	275
sub-FR030	0	0	0	1	1	275
