subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	10	1	1	10
sub-xp201	0	0	0	1	1	446
sub-xp202	0	0	0	1	1	446
sub-xp203	0	0	0	1	1	450
sub-xp204	0	0	0	1	1	449
sub-xp205	0	0	0	1	1	450
sub-xp206	0	0	0	1	1	449
sub-xp207	0	0	0	1	1	451
sub-xp210	0	0	0	1	1	446
sub-xp211	0	0	0	1	1	447
sub-xp213	0	0	0	1	1	447
sub-xp216	0	0	0	1	1	447
sub-xp217	0	0	0	1	1	446
sub-xp218	0	0	0	1	1	446
sub-xp219	0	0	0	1	1	437
sub-xp220	0	0	0	1	1	461
sub-xp221	0	0	0	1	1	446
sub-xp222	0	0	0	1	1	446
