subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	4
sub-19	1	1	309
sub-21	1	1	309
sub-22	1	1	309
sub-23	1	1	309
sub-24	1	1	309
sub-25	1	1	309
sub-26	1	1	309
sub-28	1	1	309
sub-29	1	1	309
sub-32	1	1	309
sub-35	1	1	309
sub-37	1	1	309
sub-38	1	1	309
sub-39	1	1	309
sub-40	1	1	309
sub-41	1	1	309
sub-42	1	1	309
sub-43	1	1	309
sub-44	1	1	309
sub-45	1	1	309
sub-46	1	1	309
sub-48	1	1	309
sub-49	1	1	309
sub-52	1	1	332
sub-54	1	1	309
sub-55	1	1	309
sub-57	1	1	309
sub-58	1	1	309
sub-59	1	1	309
sub-60	1	1	309
sub-61	1	1	309
sub-62	1	1	309
sub-63	1	1	309
sub-64	1	1	309
sub-66	1	1	309
sub-67	1	1	309
sub-69	1	1	309
sub-70	1	1	309
sub-71	1	1	309
sub-72	1	1	309
