subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	3
sub-001	1	1	85
sub-002	1	1	86
sub-003	1	1	85
sub-004	1	1	85
sub-005	1	1	85
sub-006	1	1	85
sub-007	1	1	85
sub-008	1	1	85
sub-009	1	1	85
sub-010	1	1	85
sub-011	1	1	85
sub-012	1	1	85
sub-013	1	1	85
sub-014	1	1	85
sub-015	1	1	85
sub-016	1	1	85
sub-017	1	1	85
sub-018	1	1	85
sub-019	1	1	85
sub-020	1	1	85
sub-021	1	1	85
sub-022	1	1	85
sub-023	1	1	85
sub-024	1	1	85
sub-025	1	1	90
sub-026	1	1	90
sub-027	1	1	90
sub-028	1	1	90
sub-029	1	1	90
sub-030	1	1	90
sub-031	1	1	90
sub-032	1	1	90
sub-033	1	1	90
sub-034	1	1	90
sub-035	1	1	90
sub-036	1	1	90
sub-037	1	1	90
sub-038	1	1	90
sub-039	1	1	90
sub-040	1	1	90
sub-041	1	1	90
sub-042	1	1	90
sub-043	1	1	90
sub-044	1	1	90
sub-045	1	1	90
sub-046	1	1	90
sub-047	1	1	108
sub-048	1	1	108
sub-049	1	1	108
sub-050	1	1	108
sub-051	1	1	108
sub-052	1	1	108
sub-053	1	1	108
sub-054	1	1	108
sub-055	1	1	108
sub-056	1	1	108
sub-057	1	1	108
sub-058	1	1	108
sub-059	1	1	108
sub-060	1	1	108
sub-061	1	1	108
sub-062	1	1	108
sub-063	1	1	108
sub-064	1	1	84
sub-065	1	1	84
sub-066	1	1	84
sub-067	1	1	84
sub-068	1	1	84
sub-069	1	1	84
sub-070	1	1	84
sub-071	1	1	84
sub-072	1	1	84
sub-073	1	1	84
sub-074	1	1	84
sub-075	1	1	84
sub-076	1	1	84
sub-077	1	1	84
sub-078	1	1	84
sub-079	1	1	84
sub-080	1	1	84
sub-081	1	1	84
sub-082	1	1	84
sub-083	1	1	84
sub-084	1	1	84
sub-085	1	1	84
sub-086	1	1	84
sub-087	1	1	84
sub-088	1	1	84
sub-089	1	1	84
sub-090	1	1	84
sub-091	1	1	84
sub-092	1	1	38
sub-093	1	1	38
sub-094	1	1	38
sub-095	1	1	38
sub-096	1	1	38
sub-097	1	1	38
sub-098	1	1	38
sub-099	1	1	38
sub-100	1	1	38
sub-101	1	1	38
sub-102	1	1	38
sub-103	1	1	38
sub-104	1	1	38
sub-105	1	1	38
sub-106	1	1	38
sub-107	1	1	38
sub-108	1	1	38
sub-109	1	1	38
sub-110	1	1	38
sub-111	1	1	38
sub-112	1	1	38
sub-113	1	1	38
sub-114	1	1	38
sub-115	1	1	38
sub-116	1	1	38
sub-117	1	1	38
sub-118	1	1	38
sub-119	1	1	38
sub-120	1	1	38
sub-121	1	1	38
sub-122	1	1	38
sub-123	1	1	154
sub-124	1	1	154
sub-125	1	1	154
sub-126	1	1	154
sub-127	1	1	154
sub-128	1	1	154
sub-129	1	1	154
sub-130	1	1	154
sub-131	1	1	154
sub-132	1	1	154
sub-133	1	1	154
sub-134	1	1	154
sub-135	1	1	154
sub-136	1	1	154
sub-137	1	1	154
sub-138	1	1	154
sub-140	1	1	154
sub-141	1	1	154
sub-142	1	1	154
sub-143	1	1	161
sub-144	1	1	154
sub-145	1	1	154
sub-146	1	1	154
