subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	0	0	1	1	5
sub-283	1	1	2	1	1	134
sub-711	1	1	2	1	1	134
sub-718	1	1	2	1	1	134
sub-728	1	1	3	1	1	201
sub-734	1	1	2	1	1	134
sub-735	1	1	2	1	1	134
sub-739	1	1	2	1	1	134
sub-743	1	1	2	1	1	134
sub-749	1	1	2	1	1	134
sub-759	1	1	2	1	1	134
sub-761	1	1	2	1	1	134
sub-764	1	1	2	1	1	134
sub-766	1	1	3	1	1	201
sub-767	1	1	2	1	1	134
sub-768	1	1	2	1	1	134
sub-774	1	1	2	1	1	134
sub-779	1	1	2	1	1	134
sub-780	1	1	3	1	1	201
sub-783	1	1	2	1	1	134
sub-786	1	1	2	1	1	134
