subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	2
sub-NC150	1	1	10
sub-NC183	1	1	10
sub-NC188	1	1	10
sub-NC189	1	1	10
sub-NC216	1	1	10
sub-NC225	1	1	10
sub-NC227	1	1	10
sub-NC231	1	1	10
sub-NC232	1	1	10
sub-NC233	1	1	10
sub-NC234	1	1	10
sub-NC235	1	1	10
sub-NC236	1	1	10
sub-NC237	1	1	10
sub-NC239	1	1	10
sub-NC240	1	1	10
sub-NC242	1	1	10
sub-NC243	1	1	10
sub-NC244	1	1	10
sub-NC245	1	1	10
sub-NC246	1	1	10
sub-NC247	1	1	10
sub-NC248	1	1	10
sub-NC249	1	1	10
sub-NC250	1	1	10
sub-NC251	1	1	10
sub-NC252	1	1	10
sub-NC254	1	1	10
sub-NC255	1	1	10
