subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	0	0	1	1	5
sub-009	0	1	2	1	1	16
sub-012	0	1	2	1	1	16
sub-013	0	1	2	1	1	16
sub-014	0	1	2	1	1	16
sub-015	0	1	2	1	1	16
sub-016	0	1	2	1	1	16
sub-017	0	1	2	1	1	16
sub-018	0	1	2	1	1	16
sub-019	0	1	2	1	1	16
sub-020	0	1	2	1	1	16
sub-021	0	1	2	1	1	16
sub-022	0	1	3	1	1	17
sub-023	0	1	2	1	1	16
sub-024	0	1	2	1	1	16
sub-025	0	1	2	1	1	16
sub-026	0	1	2	1	1	16
sub-027	0	1	2	1	1	16
sub-028	0	1	2	1	1	16
sub-029	0	1	1	1	1	8
sub-030	0	1	2	1	1	16
sub-031	0	1	2	1	1	16
