subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	1	2	1	1	7
sub-tb2994	0	0	0	1	1	110
sub-tb3132	0	0	0	1	1	110
sub-tb3240	0	0	0	1	1	110
sub-tb3279	0	0	0	1	1	110
sub-tb3512	0	0	0	1	1	110
sub-tb3592	0	0	0	1	1	110
sub-tb3602	0	0	0	1	1	110
sub-tb3626	0	0	0	1	1	110
sub-tb3646	0	0	0	1	1	110
sub-tb3744	0	0	0	1	1	110
sub-tb3757	0	0	0	1	1	110
sub-tb3784	0	0	0	1	1	110
sub-tb3810	0	0	0	1	1	110
sub-tb3846	0	0	0	1	1	110
sub-tb3858	0	0	0	1	1	110
sub-tb3920	0	0	0	1	1	110
sub-tb3929	0	0	0	1	1	110
sub-tb3964	0	0	0	1	1	110
sub-tb3977	0	0	0	1	1	110
sub-tb4450	0	0	0	1	1	110
sub-tb4547	0	0	0	1	1	110
sub-tb4572	0	0	0	1	1	110
