subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	4
sub-001	1	1	179
sub-002	1	1	179
sub-003	1	1	179
sub-004	1	1	179
sub-005	1	1	179
sub-006	1	1	179
sub-007	1	1	179
sub-008	1	1	179
sub-009	1	1	179
sub-010	1	1	179
sub-011	1	1	179
sub-013	1	1	179
sub-014	1	1	179
sub-015	1	1	179
sub-016	1	1	179
sub-017	1	1	179
sub-018	1	1	179
sub-019	1	1	179
sub-020	1	1	179
sub-021	1	1	179
sub-022	1	1	179
sub-023	1	1	179
sub-024	1	1	179
sub-025	1	1	179
sub-026	1	1	179
sub-027	1	1	179
sub-028	1	1	179
sub-029	1	1	179
