subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	8	1	1	3
sub-1501	0	0	0	1	1	183
sub-1503	0	0	0	1	1	183
sub-1505	0	0	0	1	1	183
sub-1506	0	0	0	1	1	183
sub-1507	0	0	0	1	1	183
sub-1509	0	0	0	1	1	183
sub-1510	0	0	0	1	1	183
sub-1511	0	0	0	1	1	183
sub-1512	0	0	0	1	1	143
sub-1513	0	0	0	1	1	183
sub-1514	0	0	0	1	1	163
sub-1515	0	0	0	1	1	183
sub-1516	0	0	0	1	1	183
sub-1517	0	0	0	1	1	183
sub-1518	0	0	0	1	1	183
sub-1519	0	0	0	1	1	103
sub-1520	0	0	0	1	1	183
sub-1522	0	0	0	1	1	183
sub-1524	0	0	0	1	1	183
sub-1525	0	0	0	1	1	183
sub-1528	0	0	0	1	1	183
sub-1529	0	0	0	1	1	183
sub-1530	0	0	0	1	1	183
sub-1531	0	0	0	1	1	183
