subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	2	1	1	3
sub-001	0	0	0	1	1	50
sub-002	0	0	0	1	1	50
sub-003	0	0	0	1	1	20
sub-004	0	0	0	1	1	50
sub-005	0	0	0	1	1	50
sub-006	0	0	0	1	1	50
sub-007	0	0	0	1	1	50
sub-008	0	0	0	1	1	50
sub-009	0	0	0	1	1	50
sub-010	0	0	0	1	1	50
sub-011	0	0	0	1	1	50
sub-012	0	0	0	1	1	50
sub-013	0	0	0	1	1	50
sub-014	0	0	0	1	1	50
sub-015	0	0	0	1	1	50
sub-016	0	0	0	1	1	50
sub-017	0	0	0	1	1	50
sub-018	0	0	0	1	1	50
sub-019	0	0	0	1	1	50
sub-020	0	0	0	1	1	50
sub-021	0	0	0	1	1	50
sub-022	0	0	0	1	1	50
sub-023	0	0	0	1	1	50
sub-024	0	0	0	1	1	50
sub-025	0	0	0	1	1	50
sub-026	0	0	0	1	1	50
sub-027	0	0	0	1	1	50
sub-028	0	0	0	1	1	50
sub-029	0	0	0	1	1	50
sub-030	0	0	0	1	1	50
sub-031	0	0	0	1	1	50
sub-032	0	0	0	1	1	50
sub-033	0	0	0	1	1	50
sub-034	0	0	0	1	1	50
sub-035	0	0	0	1	1	50
sub-036	0	0	0	1	1	50
sub-037	0	0	0	1	1	50
sub-038	0	0	0	1	1	50
sub-039	0	0	0	1	1	50
sub-040	0	0	0	1	1	50
sub-041	0	0	0	1	1	50
sub-042	0	0	0	1	1	50
sub-043	0	0	0	1	1	50
sub-044	0	0	0	1	1	50
sub-045	0	0	0	1	1	20
sub-046	0	0	0	1	1	50
sub-047	0	0	0	1	1	50
sub-048	0	0	0	1	1	50
sub-049	0	0	0	1	1	50
sub-050	0	0	0	1	1	50
sub-051	0	0	0	1	1	50
sub-052	0	0	0	1	1	50
sub-053	0	0	0	1	1	50
sub-054	0	0	0	1	1	50
sub-055	0	0	0	1	1	50
sub-056	0	0	0	1	1	50
sub-057	0	0	0	1	1	50
