subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	4
sub-04570	1	1	115
sub-04620	1	1	115
sub-04710	1	1	115
sub-04800	1	1	115
sub-11310	1	1	115
sub-12599	1	1	115
sub-16053	1	1	115
sub-17821	1	1	115
sub-19284	1	1	115
sub-19774	1	1	115
sub-19943	1	1	115
sub-19979	1	1	115
sub-20094	1	1	115
sub-20407	1	1	115
sub-20408	1	1	115
sub-20409	1	1	115
sub-20450	1	1	115
sub-20462	1	1	115
sub-20494	1	1	115
sub-20503	1	1	115
sub-20758	1	1	115
sub-20823	1	1	115
sub-20824	1	1	115
sub-20835	1	1	115
sub-20847	1	1	115
sub-20851	1	1	115
sub-20859	1	1	115
sub-20860	1	1	115
sub-20861	1	1	115
sub-20862	1	1	115
sub-20863	1	1	115
sub-20864	1	1	115
sub-20866	1	1	115
sub-20892	1	1	115
sub-20893	1	1	115
sub-20907	1	1	115
sub-20932	1	1	115
sub-20946	1	1	115
sub-20950	1	1	115
sub-20976	1	1	115
sub-20983	1	1	115
sub-20984	1	1	115
sub-21036	1	1	115
sub-21116	1	1	115
sub-21124	1	1	115
sub-21126	1	1	115
sub-21127	1	1	115
sub-21187	1	1	115
sub-21193	1	1	115
sub-21215	1	1	115
sub-21252	1	1	119
sub-21253	1	1	115
sub-21254	1	1	115
sub-21256	1	1	115
sub-21258	1	1	115
sub-21260	1	1	115
sub-21261	1	1	115
sub-21262	1	1	115
sub-21270	1	1	115
sub-21273	1	1	115
sub-21277	1	1	115
sub-21278	1	1	115
sub-21279	1	1	115
sub-21281	1	1	115
sub-21283	1	1	115
sub-21300	1	1	115
sub-21302	1	1	115
sub-21304	1	1	115
sub-21305	1	1	115
sub-21306	1	1	119
sub-21317	1	1	115
sub-21318	1	1	115
sub-21324	1	1	115
sub-21371	1	1	115
sub-21384	1	1	115
sub-21448	1	1	115
sub-21449	1	1	115
sub-21452	1	1	115
sub-21453	1	1	115
sub-21456	1	1	115
sub-21611	1	1	115
sub-21641	1	1	115
sub-21644	1	1	115
sub-21645	1	1	115
sub-21646	1	1	115
sub-21652	1	1	119
sub-21656	1	1	115
sub-21657	1	1	119
sub-21658	1	1	115
