subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	5
sub-01	1	1	23
sub-02	1	1	23
sub-03	1	1	23
sub-04	1	1	23
sub-05	1	1	23
sub-06	1	1	23
sub-07	1	1	23
sub-08	1	1	23
sub-09	1	1	23
sub-10	1	1	23
sub-100	1	1	23
sub-101	1	1	23
sub-102	1	1	23
sub-103	1	1	23
sub-104	1	1	23
sub-105	1	1	23
sub-106	1	1	23
sub-107	1	1	23
sub-108	1	1	23
sub-109	1	1	23
sub-11	1	1	23
sub-110	1	1	23
sub-111	1	1	23
sub-112	1	1	23
sub-113	1	1	23
sub-114	1	1	23
sub-115	1	1	23
sub-116	1	1	23
sub-117	1	1	23
sub-118	1	1	23
sub-119	1	1	23
sub-12	1	1	23
sub-120	1	1	23
sub-121	1	1	23
sub-122	1	1	23
sub-123	1	1	23
sub-124	1	1	23
sub-125	1	1	23
sub-126	1	1	23
sub-127	1	1	23
sub-128	1	1	23
sub-129	1	1	23
sub-13	1	1	23
sub-130	1	1	23
sub-131	1	1	23
sub-132	1	1	23
sub-133	1	1	23
sub-134	1	1	23
sub-135	1	1	23
sub-136	1	1	23
sub-137	1	1	23
sub-138	1	1	23
sub-139	1	1	23
sub-14	1	1	23
sub-140	1	1	23
sub-141	1	1	23
sub-142	1	1	23
sub-143	1	1	23
sub-15	1	1	23
sub-16	1	1	23
sub-17	1	1	23
sub-18	1	1	23
sub-19	1	1	23
sub-20	1	1	23
sub-21	1	1	23
sub-22	1	1	23
sub-23	1	1	23
sub-24	1	1	23
sub-25	1	1	23
sub-26	1	1	23
sub-27	1	1	23
sub-28	1	1	23
sub-29	1	1	23
sub-30	1	1	23
sub-31	1	1	23
sub-32	1	1	23
sub-33	1	1	23
sub-34	1	1	23
sub-35	1	1	23
sub-36	1	1	23
sub-37	1	1	23
sub-38	1	1	23
sub-39	1	1	23
sub-40	1	1	23
sub-41	1	1	23
sub-42	1	1	23
sub-43	1	1	23
sub-44	1	1	23
sub-45	1	1	23
sub-46	1	1	23
sub-47	1	1	23
sub-48	1	1	23
sub-49	1	1	23
sub-50	1	1	23
sub-51	1	1	23
sub-52	1	1	23
sub-53	1	1	23
sub-54	1	1	23
sub-55	1	1	23
sub-56	1	1	23
sub-57	1	1	23
sub-58	1	1	23
sub-59	1	1	23
sub-60	1	1	23
sub-61	1	1	23
sub-62	1	1	23
sub-63	1	1	23
sub-64	1	1	23
sub-65	1	1	23
sub-66	1	1	23
sub-67	1	1	23
sub-68	1	1	23
sub-69	1	1	23
sub-70	1	1	23
sub-71	1	1	23
sub-72	1	1	23
sub-73	1	1	23
sub-74	1	1	23
sub-75	1	1	23
sub-76	1	1	23
sub-77	1	1	23
sub-78	1	1	23
sub-79	1	1	23
sub-80	1	1	23
sub-81	1	1	23
sub-82	1	1	23
sub-83	1	1	23
sub-84	1	1	23
sub-85	1	1	23
sub-86	1	1	23
sub-87	1	1	23
sub-88	1	1	23
sub-89	1	1	23
sub-90	1	1	23
sub-91	1	1	23
sub-92	1	1	23
sub-93	1	1	23
sub-94	1	1	23
sub-95	1	1	23
sub-96	1	1	23
sub-97	1	1	23
sub-98	1	1	23
sub-99	1	1	23
