subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	0	0	1	1	8
sub-SCA201	0	1	2	1	1	100
sub-SCA202	0	1	2	1	1	100
sub-SCA203	0	1	2	1	1	100
sub-SCA204	0	1	2	1	1	100
sub-SCA205	0	1	2	1	1	100
sub-SCA206	0	1	2	1	1	100
sub-SCA207	0	1	2	1	1	100
sub-SCA208	0	1	2	1	1	100
sub-SCA209	0	1	2	1	1	100
sub-control01	0	1	2	1	1	100
sub-control02	0	1	2	1	1	100
sub-control03	0	1	2	1	1	100
sub-control04	0	1	2	1	1	100
sub-control05	0	1	2	1	1	100
sub-control06	0	1	2	1	1	100
sub-control07	0	1	2	1	1	100
sub-control08	0	1	2	1	1	100
sub-control09	0	1	2	1	1	100
sub-control10	0	1	2	1	1	100
sub-control11	0	1	2	1	1	100
sub-control12	0	1	2	1	1	100
sub-control13	0	1	2	1	1	100
sub-control14	0	1	2	1	1	100
sub-control15	0	1	2	1	1	100
sub-control16	0	1	2	1	1	100
