subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	4
sub-01	1	1	153
sub-02	1	1	154
sub-03	1	1	154
sub-04	1	1	154
sub-05	1	1	153
sub-06	1	1	153
sub-08	1	1	154
sub-09	1	1	154
sub-10	1	1	154
sub-11	1	1	152
sub-12	1	1	152
sub-13	1	1	152
sub-14	1	1	152
sub-15	1	1	152
sub-16	1	1	152
sub-17	1	1	152
sub-18	1	1	152
sub-19	1	1	152
sub-20	1	1	152
sub-21	1	1	152
sub-22	1	1	152
sub-23	1	1	152
sub-24	1	1	152
sub-25	1	1	152
sub-26	1	1	152
sub-27	1	1	152
sub-28	1	1	152
sub-29	1	1	152
sub-30	1	1	152
sub-31	1	1	152
sub-32	1	1	152
sub-33	1	1	152
sub-34	1	1	152
sub-35	1	1	152
sub-36	1	1	152
sub-37	1	1	152
sub-38	1	1	152
sub-39	1	1	152
sub-40	1	1	152
