subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	0	0	1	1	3
sub-02	0	0	0	1	1	994
sub-03	0	0	0	1	1	1002
sub-04	0	0	0	1	1	988
sub-06	0	0	0	1	1	1007
sub-08	0	0	0	1	1	986
sub-09	0	0	0	1	1	988
sub-10	0	0	0	1	1	1006
sub-12	0	0	0	1	1	1015
sub-14	0	0	0	1	1	1006
sub-15	0	0	0	1	1	988
sub-17	0	0	0	1	1	988
sub-18	0	0	0	1	1	1006
sub-19	0	0	0	1	1	988
sub-20	0	0	0	1	1	1006
sub-21	0	0	0	1	1	988
sub-22	0	0	0	1	1	1006
sub-24	0	0	0	1	1	994
sub-25	0	0	0	1	1	1006
sub-26	1	1	1	1	1	994
sub-27	0	0	0	1	1	994
sub-28	0	0	0	1	1	1000
sub-29	0	0	0	1	1	974
sub-30	1	1	1	1	1	990
sub-31	0	0	0	1	1	994
