subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	1	1	1	6
sub-control01	0	0	0	1	1	86
sub-control02	0	0	0	1	1	86
sub-control03	0	0	0	1	1	86
sub-control04	0	0	0	1	1	86
sub-control05	0	0	0	1	1	86
sub-control06	0	0	0	1	1	86
sub-control07	0	0	0	1	1	84
sub-control08	0	0	0	1	1	84
sub-control09	0	0	0	1	1	84
sub-control10	0	0	0	1	1	84
sub-control11	0	0	0	1	1	84
sub-control12	0	0	0	1	1	84
sub-tbi01	0	0	0	1	1	133
sub-tbi02	0	0	0	1	1	132
sub-tbi03	0	0	0	1	1	132
sub-tbi04	0	0	0	1	1	132
sub-tbi05	0	0	0	1	1	132
sub-tbi06	0	0	0	1	1	132
sub-tbi07	0	0	0	1	1	132
sub-tbi08	0	0	0	1	1	132
sub-tbi09	0	0	0	1	1	132
sub-tbi10	0	0	0	1	1	132
sub-tbi11	0	0	0	1	1	132
sub-tbi12	0	0	0	1	1	132
sub-tbi13	0	0	0	1	1	132
sub-tbi14	0	0	0	1	1	132
