subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	1	1	1	4
sub-001	0	1	2	1	1	96
sub-002	0	1	2	1	1	96
sub-003	0	1	2	1	1	96
sub-004	0	1	2	1	1	96
sub-005	0	1	2	1	1	96
sub-006	0	1	2	1	1	96
sub-007	0	1	2	1	1	96
sub-008	0	1	2	1	1	96
sub-009	0	1	2	1	1	96
sub-010	0	1	1	1	1	48
sub-011	0	1	2	1	1	96
sub-012	0	1	2	1	1	96
sub-013	0	1	2	1	1	96
sub-014	0	1	2	1	1	96
sub-015	0	1	2	1	1	96
sub-016	0	1	2	1	1	96
sub-017	0	1	2	1	1	96
sub-018	0	1	2	1	1	96
sub-019	0	1	2	1	1	96
sub-020	0	1	2	1	1	96
sub-021	0	1	2	1	1	96
sub-022	0	1	2	1	1	96
sub-023	0	1	2	1	1	96
sub-024	0	1	2	1	1	96
sub-025	0	1	2	1	1	96
sub-026	0	1	2	1	1	96
sub-027	0	1	2	1	1	96
sub-028	0	1	2	1	1	96
sub-029	0	1	2	1	1	96
sub-030	0	1	2	1	1	96
sub-031	0	1	2	1	1	96
sub-032	0	1	2	1	1	96
sub-033	0	1	2	1	1	96
sub-034	0	1	2	1	1	96
sub-035	0	1	2	1	1	96
sub-036	0	1	2	1	1	96
sub-037	0	1	2	1	1	96
sub-038	0	1	2	1	1	96
sub-039	0	1	2	1	1	96
sub-040	0	1	2	1	1	96
sub-041	0	1	2	1	1	96
sub-042	0	1	2	1	1	96
sub-043	0	1	2	1	1	96
sub-044	0	1	2	1	1	96
sub-045	0	1	2	1	1	96
sub-046	0	1	2	1	1	96
sub-047	0	1	2	1	1	96
sub-048	0	1	2	1	1	96
sub-049	0	1	2	1	1	96
sub-050	0	1	2	1	1	96
sub-051	0	1	2	1	1	96
sub-052	0	1	2	1	1	96
sub-053	0	1	2	1	1	96
sub-054	0	1	2	1	1	96
sub-055	0	1	2	1	1	96
sub-056	0	1	2	1	1	96
sub-057	0	1	2	1	1	96
sub-058	0	1	2	1	1	96
sub-059	0	1	2	1	1	96
sub-060	0	1	2	1	1	96
sub-061	0	1	2	1	1	96
sub-062	0	1	2	1	1	96
sub-063	0	1	2	1	1	96
sub-064	0	1	2	1	1	96
sub-065	0	1	2	1	1	96
sub-066	0	1	2	1	1	96
sub-067	0	1	2	1	1	96
sub-068	0	1	2	1	1	96
sub-069	0	1	2	1	1	96
sub-070	0	1	2	1	1	96
sub-071	0	1	2	1	1	96
sub-072	0	1	2	1	1	96
sub-073	0	1	2	1	1	96
sub-074	0	1	2	1	1	96
sub-075	0	1	2	1	1	96
sub-076	0	1	2	1	1	96
sub-077	0	1	2	1	1	96
sub-078	0	1	2	1	1	96
sub-079	0	1	2	1	1	96
sub-080	0	1	2	1	1	96
sub-081	0	1	2	1	1	96
sub-082	0	1	2	1	1	96
sub-083	0	1	2	1	1	96
sub-084	0	1	2	1	1	96
sub-085	0	1	2	1	1	96
sub-086	0	1	2	1	1	96
sub-087	0	1	2	1	1	96
sub-088	0	1	2	1	1	96
sub-089	0	1	2	1	1	96
sub-090	0	1	2	1	1	96
sub-091	0	1	2	1	1	96
sub-092	0	1	2	1	1	96
sub-093	0	1	2	1	1	96
sub-094	0	1	2	1	1	96
sub-095	0	1	2	1	1	96
sub-096	0	1	2	1	1	96
sub-097	0	1	2	1	1	96
sub-098	0	1	2	1	1	96
sub-099	0	1	2	1	1	96
sub-100	0	1	2	1	1	96
sub-101	0	1	2	1	1	96
sub-102	0	1	2	1	1	96
sub-103	0	1	2	1	1	96
sub-104	0	1	2	1	1	96
sub-105	0	1	2	1	1	96
sub-106	0	1	2	1	1	96
sub-107	0	1	2	1	1	96
sub-108	0	1	2	1	1	96
sub-109	0	1	2	1	1	96
sub-110	0	1	2	1	1	96
sub-111	0	1	2	1	1	96
sub-112	0	1	2	1	1	96
sub-113	0	1	2	1	1	96
sub-114	0	1	2	1	1	96
sub-115	0	1	2	1	1	96
sub-116	0	1	2	1	1	96
sub-117	0	1	2	1	1	96
sub-118	0	1	2	1	1	96
sub-119	0	1	2	1	1	96
sub-120	0	1	2	1	1	96
sub-121	0	1	2	1	1	96
sub-122	0	1	2	1	1	96
