subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	4	1	1	11
sub-ER006	1	1	5	1	1	262
sub-ER007	1	1	5	1	1	262
sub-ER008	1	1	5	1	1	262
sub-ER009	1	1	5	1	1	262
sub-ER010	1	1	5	1	1	262
sub-ER011	1	1	5	1	1	262
sub-ER012	1	1	5	1	1	262
sub-ER015	1	1	5	1	1	262
sub-ER016	1	1	2	1	1	177
sub-ER017	1	1	5	1	1	262
sub-ER018	1	1	5	1	1	262
sub-ER019	1	1	5	1	1	262
sub-ER021	1	1	5	1	1	262
sub-ER024	1	1	5	1	1	262
sub-ER026	1	1	5	1	1	262
sub-ER028	1	1	5	1	1	262
sub-ER029	1	1	5	1	1	262
sub-ER032	1	1	5	1	1	262
sub-ER033	1	1	5	1	1	262
sub-ER037	1	1	5	1	1	262
sub-ER038	1	1	5	1	1	262
sub-ER039	1	1	5	1	1	262
sub-ER040	1	1	5	1	1	262
sub-ER041	1	1	5	1	1	262
sub-ER042	1	1	5	1	1	262
sub-ER043	1	1	5	1	1	262
sub-ER046	1	1	5	1	1	262
sub-ER047	1	1	5	1	1	262
sub-ER048	1	1	5	1	1	262
sub-ER050	1	1	5	1	1	262
sub-ER051	1	1	5	1	1	262
sub-ER058	1	1	5	1	1	262
sub-ER067	1	1	5	1	1	262
sub-ER069	1	1	5	1	1	262
