subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	2	1	1	5
sub-01	1	1	7	1	1	202
sub-02	1	1	7	1	1	208
sub-03	1	1	7	1	1	208
sub-04	1	1	7	1	1	208
sub-05	1	1	7	1	1	208
sub-06	1	1	7	1	1	208
sub-07	1	1	7	1	1	208
sub-08	1	1	7	1	1	208
sub-09	1	1	5	1	1	154
sub-10	1	1	7	1	1	208
sub-11	1	1	7	1	1	208
sub-12	1	1	8	1	1	206
sub-13	1	1	7	1	1	208
sub-14	1	1	7	1	1	208
sub-15	1	1	7	1	1	208
sub-16	1	1	7	1	1	208
sub-17	1	1	7	1	1	208
sub-18	1	1	7	1	1	208
sub-19	1	1	7	1	1	208
sub-20	1	1	7	1	1	208
