subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	2	1	1	3
sub-01	0	0	0	1	1	311
sub-02	0	0	0	1	1	311
sub-03	0	0	0	1	1	311
sub-04	0	0	0	1	1	311
sub-05	0	0	0	1	1	311
sub-06	0	0	0	1	1	311
sub-07	0	0	0	1	1	311
sub-08	0	0	0	1	1	311
sub-09	0	0	0	1	1	311
sub-10	0	0	0	1	1	311
sub-11	0	0	0	1	1	311
sub-12	0	0	0	1	1	311
sub-13	0	0	0	1	1	311
sub-14	0	0	0	1	1	311
sub-15	0	0	0	1	1	311
sub-16	0	0	0	1	1	275
sub-17	0	0	0	1	1	311
sub-18	0	0	0	1	1	275
sub-19	0	0	0	1	1	311
sub-20	0	0	0	1	1	311
sub-21	0	0	0	1	1	311
