subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	3
sub-047EPKL011005	1	1	41
sub-047EPKL011011	1	1	41
sub-047EPKL011012	1	1	41
sub-047EPKL011041	1	1	41
sub-047EPKL011047	1	1	41
sub-047EPKL011049	1	1	41
sub-047EPKL011051	1	1	41
sub-047EPKL011056	1	1	41
sub-047EPKL011058	1	1	41
sub-047EPKL011059	1	1	41
sub-047EPKL011060	1	1	41
sub-047EPKL011063	1	1	41
sub-047EPKL011068	1	1	41
sub-047EPKL012014	1	1	41
sub-047EPKL012015	1	1	41
sub-047EPKL012017	1	1	41
sub-047EPKL012069	1	1	41
sub-047EPKL012071	1	1	41
sub-047EPKL012073	1	1	41
sub-047EPKL012074	1	1	41
sub-047EPKL013003	1	1	41
sub-047EPKL013013	1	1	41
sub-047EPKL013016	1	1	41
sub-047EPKL013019	1	1	41
sub-047EPKL013023	1	1	41
sub-047EPKL013025	1	1	41
sub-047EPKL013028	1	1	41
sub-047EPKL013033	1	1	41
sub-047EPKL013034	1	1	41
sub-047EPKL013035	1	1	41
sub-047EPKL013046	1	1	41
sub-047EPKL013053	1	1	41
sub-047EPKL013057	1	1	41
sub-047EPKL013061	1	1	41
sub-047EPKL013064	1	1	41
sub-047EPKL013065	1	1	41
sub-047EPKL014007	1	1	44
sub-047EPKL014008	1	1	44
sub-047EPKL014010	1	1	44
sub-047EPKL014020	1	1	44
sub-047EPKL014024	1	1	44
sub-047EPKL014026	1	1	44
sub-047EPKL014029	1	1	44
sub-047EPKL014031	1	1	44
sub-047EPKL014036	1	1	44
sub-047EPKL014037	1	1	44
sub-047EPKL014038	1	1	44
sub-047EPKL014039	1	1	44
sub-047EPKL014040	1	1	44
sub-047EPKL014043	1	1	44
sub-047EPKL014045	1	1	44
sub-047EPKL014048	1	1	44
sub-047EPKL014050	1	1	44
sub-047EPKL014052	1	1	44
sub-047EPKL014054	1	1	44
sub-047EPKL014062	1	1	44
sub-047EPKL014066	1	1	44
sub-047EPKL014067	1	1	44
