subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	7
sub-2975	1	1	16
sub-3156	1	1	16
sub-3225	1	1	16
sub-3788	1	1	16
sub-3789	1	1	16
sub-3802	1	1	16
sub-3815	1	1	18
sub-3861	1	1	16
sub-3876	1	1	16
sub-3877	1	1	16
sub-3878	1	1	16
sub-3879	1	1	16
sub-3880	1	1	16
sub-3881	1	1	16
sub-3882	1	1	16
sub-3883	1	1	16
sub-3884	1	1	18
sub-3885	1	1	16
sub-3887	1	1	16
sub-3889	1	1	16
sub-3890	1	1	16
sub-3891	1	1	16
sub-3892	1	1	16
sub-3893	1	1	16
sub-3894	1	1	16
sub-3895	1	1	16
sub-3896	1	1	16
sub-3898	1	1	16
sub-3899	1	1	16
sub-3900	1	1	16
sub-3901	1	1	16
sub-3903	1	1	16
sub-3906	1	1	16
sub-3907	1	1	16
sub-3908	1	1	18
sub-3909	1	1	16
sub-3910	1	1	16
sub-3911	1	1	16
sub-3912	1	1	16
sub-3913	1	1	16
sub-3914	1	1	16
sub-3915	1	1	16
sub-3916	1	1	16
sub-3917	1	1	16
sub-3918	1	1	16
sub-3919	1	1	16
sub-3920	1	1	16
sub-3921	1	1	16
sub-3922	1	1	18
sub-3923	1	1	16
sub-3924	1	1	16
sub-3925	1	1	16
sub-3926	1	1	16
sub-3927	1	1	16
sub-3929	1	1	16
sub-3930	1	1	16
sub-3931	1	1	16
sub-3932	1	1	16
sub-3935	1	1	16
sub-3936	1	1	16
sub-3937	1	1	16
sub-3939	1	1	16
sub-3940	1	1	16
sub-3941	1	1	16
sub-3942	1	1	16
sub-3943	1	1	16
sub-3944	1	1	16
sub-3945	1	1	16
sub-3946	1	1	16
sub-3947	1	1	16
sub-3948	1	1	16
sub-3949	1	1	16
sub-3950	1	1	16
sub-3952	1	1	16
sub-3953	1	1	16
sub-3954	1	1	16
sub-3955	1	1	16
sub-3956	1	1	16
sub-3957	1	1	16
sub-3962	1	1	16
sub-3963	1	1	16
sub-3965	1	1	16
sub-3966	1	1	16
sub-3967	1	1	16
sub-3968	1	1	16
sub-3969	1	1	16
sub-4015	1	1	16
sub-4105	1	1	18
sub-4120	1	1	16
sub-4127	1	1	16
sub-4128	1	1	16
sub-4129	1	1	16
