subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	7
sub-G104	1	1	162
sub-G105	1	1	162
sub-G106	1	1	162
sub-G107	1	1	162
sub-G109	1	1	162
sub-G110	1	1	133
sub-G111	1	1	162
sub-G112	1	1	162
sub-G114	1	1	162
sub-G119	1	1	162
sub-G121	1	1	162
sub-G123	1	1	162
sub-G124	1	1	162
sub-G126	1	1	162
sub-G127	1	1	162
sub-G129	1	1	162
sub-G131	1	1	162
sub-G132	1	1	162
sub-G133	1	1	162
sub-G136	1	1	162
sub-G137	1	1	162
sub-G138	1	1	162
sub-G140	1	1	162
sub-G141	1	1	162
sub-G306	1	1	162
sub-G307	1	1	162
sub-G311	1	1	162
sub-G313	1	1	133
sub-G314	1	1	162
sub-G315	1	1	162
sub-G317	1	1	162
sub-G318	1	1	162
sub-G320	1	1	162
sub-G322	1	1	162
sub-G324	1	1	162
sub-G326	1	1	81
sub-G327	1	1	162
sub-G329	1	1	162
sub-G330	1	1	162
sub-G336	1	1	162
sub-G340	1	1	162
sub-G342	1	1	162
sub-G345	1	1	162
sub-G348	1	1	162
sub-G350	1	1	162
sub-G353	1	1	162
sub-G356	1	1	162
sub-G357	1	1	162
