subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	1	1	1	6
sub-0008	0	0	0	1	1	92
sub-0011	0	0	0	1	1	115
sub-0012	0	0	0	1	1	115
sub-0014	0	0	0	1	1	46
sub-0016	0	0	0	1	1	92
sub-0017	0	0	0	1	1	92
sub-0018	0	0	0	1	1	92
sub-0019	0	0	0	1	1	69
sub-0020	0	0	0	1	1	69
sub-0022	0	0	0	1	1	92
sub-0023	0	0	0	1	1	92
sub-0024	0	0	0	1	1	92
sub-0025	0	0	0	1	1	92
sub-0027	0	0	0	1	1	92
sub-0028	0	0	0	1	1	92
sub-0029	0	0	0	1	1	69
sub-0030	0	0	0	1	1	92
sub-0031	0	0	0	1	1	69
sub-0032	0	0	0	1	1	92
sub-0033	0	0	0	1	1	69
sub-0034	0	0	0	1	1	69
sub-0035	0	0	0	1	1	92
sub-0037	0	0	0	1	1	92
sub-0039	0	0	0	1	1	92
sub-0040	0	0	0	1	1	92
sub-0043	0	0	0	1	1	69
sub-0044	0	0	0	1	1	69
sub-0045	0	0	0	1	1	69
sub-0046	0	0	0	1	1	69
sub-0047	0	0	0	1	1	69
sub-0048	0	0	0	1	1	46
sub-0049	0	0	0	1	1	92
sub-0050	0	0	0	1	1	92
