subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	1	2	1	1	45
sub-Exp1s01	0	0	0	1	1	456
sub-Exp1s02	0	0	0	1	1	456
sub-Exp1s03	0	0	0	1	1	456
sub-Exp1s04	0	0	0	1	1	456
sub-Exp1s05	0	0	0	1	1	456
sub-Exp1s06	0	0	0	1	1	456
sub-Exp1s07	0	0	0	1	1	456
sub-Exp1s08	0	0	0	1	1	456
sub-Exp1s09	0	0	0	1	1	456
sub-Exp1s10	0	0	0	1	1	456
sub-Exp1s11	0	0	0	1	1	456
sub-Exp1s12	0	0	0	1	1	456
sub-Exp1s13	0	0	0	1	1	456
sub-Exp1s14	0	0	0	1	1	456
sub-Exp1s15	0	0	0	1	1	456
sub-Exp1s16	0	0	0	1	1	456
sub-Exp1s17	0	0	0	1	1	456
sub-Exp1s18	0	0	0	1	1	456
sub-Exp1s19	0	0	0	1	1	456
sub-Exp1s20	0	0	0	1	1	456
sub-Exp2s01	0	0	0	1	1	456
sub-Exp2s02	0	0	0	1	1	456
sub-Exp2s03	0	0	0	1	1	456
sub-Exp2s04	0	0	0	1	1	456
sub-Exp2s05	0	0	0	1	1	456
sub-Exp2s06	0	0	0	1	1	456
sub-Exp2s07	0	0	0	1	1	456
sub-Exp2s08	0	0	0	1	1	456
sub-Exp2s09	0	0	0	1	1	456
sub-Exp2s10	0	0	0	1	1	456
sub-Exp2s11	0	0	0	1	1	456
sub-Exp2s12	0	0	0	1	1	456
sub-Exp2s13	0	0	0	1	1	456
sub-Exp2s14	0	0	0	1	1	456
sub-Exp2s15	0	0	0	1	1	456
sub-Exp2s16	0	0	0	1	1	456
sub-Exp2s17	0	0	0	1	1	456
sub-Exp2s18	0	0	0	1	1	456
sub-Exp2s19	0	0	0	1	1	456
sub-Exp2s20	0	0	0	1	1	456
sub-Exp2s21	0	0	0	1	1	456
