subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	4
sub-094BPAF1211001	1	1	22
sub-094BPAF1211002	1	1	22
sub-094BPAF1211003	1	1	22
sub-094BPAF1211004	1	1	22
sub-094BPAF1211005	1	1	22
sub-094BPAF1211006	1	1	22
sub-094BPAF1211007	1	1	22
sub-094BPAF1211008	1	1	22
sub-094BPAF1211010	1	1	22
sub-094BPAF1211011	1	1	22
sub-094BPAF1211012	1	1	22
sub-094BPAF1211013	1	1	22
sub-094BPAF1211014	1	1	22
sub-094BPAF1211015	1	1	22
sub-094BPAF1211016	1	1	22
sub-094BPAF1211017	1	1	22
sub-094BPAF1211018	1	1	22
sub-094BPAF1211022	1	1	22
sub-094BPAF1211023	1	1	22
sub-094BPAF1211024	1	1	22
sub-094BPAF1211025	1	1	22
sub-094BPAF1211028	1	1	22
sub-094BPAF1221009	1	1	22
sub-094BPAF1221019	1	1	22
sub-094BPAF1221020	1	1	22
sub-094BPAF1221021	1	1	22
sub-094BPAF1221026	1	1	22
sub-094BPAF1221027	1	1	22
sub-094BPAF1221029	1	1	22
sub-094BPAF1221030	1	1	22
sub-094BPAF1221031	1	1	22
sub-094BPAF1221032	1	1	22
sub-094BPAF1221033	1	1	22
sub-094BPAF1221034	1	1	22
sub-094BPAF1221035	1	1	22
