subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	0	0	1	1	5
sub-01	1	1	38	1	1	230
sub-02	1	1	37	1	1	230
sub-03	1	1	38	1	1	230
sub-04	1	1	38	1	1	231
sub-05	0	1	34	1	1	230
sub-06	0	1	35	1	1	230
sub-07	1	1	38	1	1	230
sub-08	0	1	36	1	1	230
sub-09	1	1	35	1	1	230
sub-10	1	1	38	1	1	230
sub-11	1	1	38	1	1	230
sub-12	0	1	34	1	1	230
sub-13	0	1	36	1	1	230
sub-14	1	1	35	1	1	230
sub-15	0	1	34	1	1	230
sub-16	1	1	38	1	1	230
sub-17	1	1	35	1	1	230
sub-18	1	1	37	1	1	230
sub-19	1	1	38	1	1	230
sub-20	1	1	36	1	1	230
sub-21	1	1	37	1	1	230
sub-22	1	1	38	1	1	230
sub-23	1	1	35	1	1	230
