subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	5
sub-21111	1	1	23
sub-22658	1	1	12
sub-22694	1	1	27
sub-22695	1	1	19
sub-22812	1	1	19
sub-23490	1	1	19
sub-23520	1	1	19
sub-23540	1	1	19
sub-23550	1	1	19
sub-23593	1	1	19
sub-23607	1	1	23
sub-23641	1	1	19
sub-23656	1	1	23
sub-23672	1	1	19
sub-23693	1	1	19
sub-23732	1	1	23
sub-23757	1	1	19
sub-23777	1	1	19
sub-23780	1	1	23
sub-23809	1	1	19
sub-23911	1	1	19
sub-23927	1	1	25
sub-23951	1	1	23
sub-24071	1	1	19
sub-24085	1	1	19
sub-24103	1	1	19
sub-24138	1	1	19
sub-24169	1	1	19
sub-24172	1	1	19
sub-24175	1	1	19
sub-24185	1	1	19
sub-24199	1	1	19
sub-24201	1	1	27
sub-24208	1	1	19
sub-24213	1	1	19
sub-24216	1	1	19
sub-24225	1	1	19
sub-24227	1	1	19
sub-24229	1	1	19
sub-24232	1	1	19
sub-24235	1	1	19
sub-24238	1	1	23
sub-24247	1	1	8
sub-24252	1	1	23
sub-24259	1	1	19
sub-24263	1	1	23
sub-24267	1	1	19
sub-24281	1	1	19
sub-24286	1	1	19
sub-24287	1	1	23
sub-24295	1	1	19
