subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	1	1	1	4
sub-iso2238	0	0	0	1	1	23
sub-iso2239	0	0	0	1	1	23
sub-iso2250	0	0	0	1	1	23
sub-iso2270	0	0	0	1	1	23
sub-iso2273	0	0	0	1	1	23
sub-iso2274	0	0	0	1	1	23
sub-iso3294	0	0	0	1	1	23
sub-iso3296	0	0	0	1	1	23
sub-isoCBV2269	0	0	0	1	1	23
sub-isoCBV2274	0	0	0	1	1	23
sub-isoCBV2799	0	0	0	1	1	23
sub-med2241	0	0	0	1	1	23
sub-med2247	0	0	0	1	1	23
sub-med2251	0	0	0	1	1	23
sub-med2256	0	0	0	1	1	23
sub-med2257	0	0	0	1	1	23
sub-med2259	0	0	0	1	1	23
sub-medCBV2239	0	0	0	1	1	23
sub-medCBV2240	0	0	0	1	1	23
sub-medCBV2800	0	0	0	1	1	23
sub-medCBV2803	0	0	0	1	1	23
sub-medCBV2874	0	0	0	1	1	23
sub-medCBV2933	0	0	0	1	1	23
sub-medHRCBF3293	0	0	0	1	1	23
sub-medHRCBFHalfDose	0	0	0	1	1	23
sub-medHRCBFHalfDose2	0	0	0	1	1	23
sub-medHalfDose	0	0	0	1	1	23
sub-medHalfDose1	0	0	0	1	1	23
sub-medHalfDose2	0	0	0	1	1	23
sub-medHalfDose3	0	0	0	1	1	23
sub-mi272871	0	0	0	1	1	23
sub-mi273299	0	0	0	1	1	23
sub-mi273300	0	0	0	1	1	23
sub-mi273457	0	0	0	1	1	23
sub-mi273458	0	0	0	1	1	23
sub-mi273459	0	0	0	1	1	23
sub-mi273460	0	0	0	1	1	23
sub-mi273461	0	0	0	1	1	23
