subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	1	1	1	6
sub-AL011	0	0	0	1	1	971
sub-AL012	0	0	0	1	1	971
sub-AL013	0	0	0	1	1	921
sub-AL014	0	0	0	1	1	852
sub-AL015	0	0	0	1	1	971
sub-AL020	0	0	0	1	1	852
sub-AL021	0	0	0	1	1	852
sub-AL022	0	0	0	1	1	827
sub-AL023	0	0	0	1	1	658
sub-AL024	0	0	0	1	1	852
sub-AL025	0	0	0	1	1	852
sub-AL026	0	0	0	1	1	852
sub-AL027	0	0	0	1	1	852
sub-AL028	0	0	0	1	1	614
sub-AL029	0	0	0	1	1	733
sub-AL030	0	0	0	1	1	733
sub-AL031	0	0	0	1	1	733
sub-AL032	0	0	0	1	1	852
sub-AL033	0	0	0	1	1	852
sub-AL034	0	0	0	1	1	852
sub-AL035	0	0	0	1	1	614
sub-AL036	0	0	0	1	1	614
sub-AL037	0	0	0	1	1	539
sub-AL038	0	0	0	1	1	852
sub-AL039	0	0	0	1	1	852
sub-AL040	0	0	0	1	1	658
